structure,Metric,Eigengene,std_beta,std_se,std_stat,p_value,p_fdr,r_squared,RegionGroup
Ventral_Orbital_Cortex,ng_RAS_060622_mean,Eigengene_5,-0.26267098057031957,0.04619261977777334,-5.68642743871197,2.6963172509732083e-8,8.226052630087754e-8,0.08284017358544168,Perirhinal_Orbitofrontal
Perirhinal_Cortex,ng_RAS_060622_mean,Eigengene_7,-0.10252906557796398,0.023753606995194472,-4.316357747213144,2.0555733507392008e-5,3.8144660116809914e-5,0.04946737512873632,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,ng_RAS_060622_mean,Eigengene_8,-0.2633460525205696,0.049693252243089577,-5.299432833100412,2.035228727998111e-7,5.088071819995278e-7,0.07274061913932175,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,qiv_RAS_060622_mean,Eigengene_1,0.09292926914524838,0.026999642634049397,3.441870338981997,6.460189632651397e-4,9.771715410733205e-4,0.03203078127134306,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,qiv_RAS_060622_mean,Eigengene_10,-0.15389620910691787,0.02647901287000833,-5.8120070360035845,1.3662751928422063e-8,4.582537913880692e-8,0.08622051992326515,Perirhinal_Orbitofrontal
Perirhinal_Cortex,qiv_RAS_060622_mean,Eigengene_2,-0.10753815588034722,0.0418968829849661,-2.5667340436503414,0.010671956154706171,0.014694513563090374,0.018070044588569926,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,qiv_RAS_060622_mean,Eigengene_3,0.1578599741864402,0.04526566037824022,3.487411270869816,5.484222188234222e-4,8.509999947259999e-4,0.03285598236526113,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,qiv_RAS_060622_mean,Eigengene_4,0.30913457548486917,0.04407665887332285,7.013566440535517,1.1658323850624258e-11,6.91812624102978e-11,0.12080380269186938,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,qiv_RAS_060622_mean,Eigengene_5,0.17235500084429345,0.047365664359867644,3.6388173410764564,3.1417928401482494e-4,5.092342380600243e-4,0.03566683620567814,Perirhinal_Orbitofrontal
Perirhinal_Cortex,qiv_RAS_060622_mean,Eigengene_6,-0.11138733210389781,0.05089868391995033,-2.1884128139556522,0.029285227979117204,0.03847694187037297,0.01320092024742231,Perirhinal_Orbitofrontal
Perirhinal_Cortex,qiv_RAS_060622_mean,Eigengene_7,0.11825769571515736,0.02354853796974259,5.021869972017207,8.088286254488673e-7,1.9763233382008525e-6,0.06580875765775243,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,qiv_RAS_060622_mean,Eigengene_8,0.34628918576766904,0.04825117763404567,7.176802779696924,4.142449862515599e-12,2.6010731694865388e-11,0.1257769983450287,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,rd_mean,Eigengene_2,-0.14151866224455573,0.04267915374053689,-3.3158732036933647,9.751959178414943e-4,0.0023509187305107452,0.020027531763488652,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,rd_mean,Eigengene_3,0.1129961170710553,0.0428369407150754,2.637819489086183,0.008585579871909357,0.017628186809243544,0.012768122473135584,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,rd_mean,Eigengene_4,0.16391848661689568,0.042529909216516136,3.8541931933689457,1.301340294020836e-4,3.7578810629478683e-4,0.026869270254773397,Perirhinal_Orbitofrontal
Perirhinal_Cortex,rd_mean,Eigengene_6,-0.24338502334465412,0.041816641055522394,-5.8202910898916445,1.0101255596071063e-8,1.029184532429882e-7,0.05923626958847743,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,rd_mean,Eigengene_8,0.23813057528734316,0.041872834330356344,5.686994422412595,2.1236960840814502e-8,1.7918685709437235e-7,0.05670617088668092,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,rtop_RAS_060622_mean,Eigengene_1,-0.12044590338292734,0.026694198565701367,-4.512062914587177,8.718875424592363e-6,1.4398142902996565e-5,0.053807963483350596,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,rtop_RAS_060622_mean,Eigengene_10,0.14891800218575135,0.026558406158141434,5.607188974331609,4.1158985879640146e-8,9.74818086623056e-8,0.08073264770457761,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,rtop_RAS_060622_mean,Eigengene_2,0.14651531800042036,0.041565475989706384,3.5249281888821535,4.785711354547426e-4,6.334029733959828e-4,0.033542862263628855,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,rtop_RAS_060622_mean,Eigengene_3,-0.17152916916990424,0.045126524764694545,-3.8010719873581493,1.6929038283755696e-4,2.332061396231652e-4,0.03879237504830146,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,rtop_RAS_060622_mean,Eigengene_4,-0.3145403876393698,0.043969698023953105,-7.153571704495663,4.804658381785482e-12,2.6747582743960412e-11,0.12506571688818854,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,rtop_RAS_060622_mean,Eigengene_5,-0.22633176451003384,0.046726811656067506,-4.843723688574085,1.9002476413701938e-6,3.4318853723742628e-6,0.0615046325290605,Perirhinal_Orbitofrontal
Perirhinal_Cortex,rtop_RAS_060622_mean,Eigengene_7,-0.11254244308939734,0.023626642262258597,-4.763370175082966,2.77071435119422e-6,4.873569217084296e-6,0.059601548708974036,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,rtop_RAS_060622_mean,Eigengene_8,-0.30223679615754495,0.04907115397144379,-6.159154038509611,1.9661282538036655e-9,6.277884509723236e-9,0.09581158869659544,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,volume_percentage_mean,Eigengene_10,0.17373573476525206,0.04245741129767086,4.092000182186871,4.9324501046214695e-5,2.637151541084746e-4,0.030184105534422034,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,volume_percentage_mean,Eigengene_2,0.15656932231294107,0.042581346757179304,3.6769462273182603,2.5973912546189493e-4,0.001078916367303256,0.02451395268953368,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,volume_percentage_mean,Eigengene_3,-0.14230810729775342,0.042674274277662336,-3.3347516672883173,9.126004507686815e-4,0.003138880531306293,0.020251597402668856,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,volume_percentage_mean,Eigengene_4,-0.2795832736765375,0.04139377485568999,-6.75423477687747,3.735071221066512e-11,1.0084692296879583e-9,0.0781668069196895,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,volume_percentage_mean,Eigengene_5,-0.24526258985725635,0.04179624549618256,-5.868053145578765,7.713154664664481e-9,1.0679752612612359e-7,0.06015373798348847,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,volume_percentage_mean,Eigengene_8,-0.30582042672074167,0.04104748059048107,-7.450406756308,3.7323223595131185e-13,1.8322309764882583e-11,0.09352613339965604,Perirhinal_Orbitofrontal
Ventral_Orbital_Cortex,volume_percentage_mean,Eigengene_9,-0.2686979460551455,0.04152755643954601,-6.47035291966442,2.2014127118208512e-10,4.755051457533039e-9,0.0721985862142536,Perirhinal_Orbitofrontal
Piriform_Cortex,mrtrixfa_mean,Eigengene_2,0.31759471020146257,0.040880949655143925,7.76877036567326,4.039196819685662e-14,6.816144633219555e-13,0.10086639994795062,Primary_Olfactory
Piriform_Cortex,mrtrixfa_mean,Eigengene_3,-0.14302624738815561,0.042669811476572214,-3.35193061414588,8.589051061893014e-4,0.0031767723105631694,0.020456507441937836,Primary_Olfactory
Piriform_Cortex,mrtrixfa_mean,Eigengene_6,0.24613802530585663,0.041786678843953186,5.890346687398308,6.7964538967884084e-9,4.866458908615232e-8,0.06058392750146639,Primary_Olfactory
Piriform_Cortex,msd_RAS_060622_mean,Eigengene_1,0.11691668522364358,0.02673799157327419,4.37268015823997,1.6110791124884102e-5,2.8063958733669083e-5,0.05070087755999343,Primary_Olfactory
Piriform_Cortex,msd_RAS_060622_mean,Eigengene_10,-0.15112405997310235,0.02652357492287594,-5.697725906576851,2.5375492532100468e-8,6.783547508581313e-8,0.08314229689032429,Primary_Olfactory
Piriform_Cortex,msd_RAS_060622_mean,Eigengene_2,-0.11153506150979216,0.04186768386199669,-2.6639892924918294,0.008071140974695,0.010426832838122726,0.01943823718362309,Primary_Olfactory
Piriform_Cortex,msd_RAS_060622_mean,Eigengene_3,0.18676243700579861,0.04495728596523932,4.154219566327961,4.0859108048003124e-5,6.78889795259129e-5,0.04598852349728241,Primary_Olfactory
Piriform_Cortex,msd_RAS_060622_mean,Eigengene_4,0.2741320539967841,0.04471889130297654,6.130117406970184,2.319883885409112e-9,8.082176116909164e-9,0.09499594815537377,Primary_Olfactory
Piriform_Cortex,msd_RAS_060622_mean,Eigengene_5,0.17019283587474188,0.04738749836028977,3.591513411000436,3.746846273161447e-4,5.38110900932761e-4,0.03477758007991115,Primary_Olfactory
Piriform_Cortex,msd_RAS_060622_mean,Eigengene_7,0.08401331610128324,0.023955830433930615,3.507009132202249,5.108239359285114e-4,7.164803257179122e-4,0.03321399544259239,Primary_Olfactory
Piriform_Cortex,msd_RAS_060622_mean,Eigengene_8,0.36356740812043276,0.04789484522105522,7.590950684617801,2.7827641569973656e-13,2.1482057678803286e-12,0.13864150236979914,Primary_Olfactory
Piriform_Cortex,msd_RAS_060622_mean,Eigengene_9,0.03992725296335391,0.01804822984104065,2.2122531303630453,0.02757991060695272,0.034002629515421164,0.013486205478348827,Primary_Olfactory
Piriform_Cortex,ng_RAS_060622_mean,Eigengene_1,-0.18605675614852565,0.025620447490549054,-7.262041625820892,2.397017876538152e-12,1.7491752072035162e-11,0.12839655706440176,Primary_Olfactory
Piriform_Cortex,ng_RAS_060622_mean,Eigengene_10,0.10854917960256578,0.027099473632005676,4.005582583506877,7.526276696453695e-5,1.2902188622492049e-4,0.04289511971057317,Primary_Olfactory
Piriform_Cortex,ng_RAS_060622_mean,Eigengene_2,0.23577604621729384,0.040402616997928756,5.835662730198416,1.200505773422966e-8,3.813371280284715e-8,0.08686271828828238,Primary_Olfactory
Piriform_Cortex,ng_RAS_060622_mean,Eigengene_3,-0.20008433793526612,0.04479689960080415,-4.466477361564424,1.0676278559492361e-5,2.0888371094658966e-5,0.05278330634887507,Primary_Olfactory
Piriform_Cortex,ng_RAS_060622_mean,Eigengene_4,-0.2826857591643996,0.04456989089046487,-6.342527511658693,6.82168890957018e-10,3.0697600093065813e-9,0.10101672926831907,Primary_Olfactory
Piriform_Cortex,ng_RAS_060622_mean,Eigengene_5,-0.3237331524366138,0.04509698727997974,-7.17859821603496,4.095184161127563e-12,2.7642493087611047e-11,0.1258320181994442,Primary_Olfactory
Piriform_Cortex,ng_RAS_060622_mean,Eigengene_8,-0.13401361524806268,0.05111722780598356,-2.6216917661637282,0.009122768261432917,0.01279557106798383,0.01883741102706921,Primary_Olfactory
Piriform_Cortex,qiv_RAS_060622_mean,Eigengene_1,0.11974313491134149,0.02670302862704019,4.4842529506217295,9.867506921544299e-6,2.041553156181579e-5,0.05318188620690994,Primary_Olfactory
Piriform_Cortex,qiv_RAS_060622_mean,Eigengene_10,-0.13546062380887827,0.02675890236947694,-5.06226383797394,6.641269474438908e-7,1.660317368609727e-6,0.06680068804477511,Primary_Olfactory
Piriform_Cortex,qiv_RAS_060622_mean,Eigengene_2,-0.1300955272734057,0.04171780967344514,-3.1184649503834354,0.001965239744845283,0.002907477978675213,0.026445926468405715,Primary_Olfactory
Piriform_Cortex,qiv_RAS_060622_mean,Eigengene_3,0.1841752884187835,0.044987089332894,4.09395875905483,5.245602941531497e-5,9.379554928566253e-5,0.04472322562260203,Primary_Olfactory
Piriform_Cortex,qiv_RAS_060622_mean,Eigengene_4,0.13599396282229173,0.046454609094679224,2.9274589857192037,0.0036359106526852427,0.005237538885570037,0.023378933727151018,Primary_Olfactory
Piriform_Cortex,qiv_RAS_060622_mean,Eigengene_5,0.1294301884772884,0.0477461068639277,2.7108008794550167,0.007035417238479155,0.00981686126299417,0.02011351514114356,Primary_Olfactory
Piriform_Cortex,qiv_RAS_060622_mean,Eigengene_7,0.057594207455554935,0.02417295878084226,2.3825882457219074,0.01771274162984597,0.02385256977585243,0.015609265952768923,Primary_Olfactory
Piriform_Cortex,qiv_RAS_060622_mean,Eigengene_8,0.28153897856101584,0.04941385662056936,5.6975714468686185,2.5396570347793906e-8,7.973341853377156e-8,0.08313816390674546,Primary_Olfactory
Piriform_Cortex,rd_mean,Eigengene_1,-0.10365104764275657,0.042880842515914334,-2.4171877594123443,0.015972454066856892,0.03080401855750972,0.010743539677440997,Primary_Olfactory
Piriform_Cortex,rd_mean,Eigengene_2,-0.12439446530192205,0.04277819548903228,-2.9078941708472725,0.0037889225224311835,0.008216773241832634,0.015473982997751098,Primary_Olfactory
Piriform_Cortex,rd_mean,Eigengene_3,0.12847529480735578,0.042755770901693184,3.004864421758514,0.002780819721979764,0.00612915367293499,0.01650590137583695,Primary_Olfactory
Piriform_Cortex,rd_mean,Eigengene_4,0.15000739791723602,0.042625231645199047,3.5192160166039033,4.6948427524097497e-4,0.0011791698075819836,0.02250221942990002,Primary_Olfactory
Piriform_Cortex,rd_mean,Eigengene_6,-0.21341549495481985,0.04211980228406003,-5.066868394004441,5.568320388702165e-7,2.708912621530783e-6,0.04554617348681066,Primary_Olfactory
Piriform_Cortex,rd_mean,Eigengene_8,0.23277051642546964,0.041928818391155226,5.551563944730004,4.45232005584529e-8,3.205670440208609e-7,0.05418211331697978,Primary_Olfactory
Piriform_Cortex,rd_mean,Eigengene_9,0.10015847868283248,0.042896267182509,2.334899637226994,0.01991551898951692,0.03773466755908469,0.010031720852059412,Primary_Olfactory
Piriform_Cortex,rtop_RAS_060622_mean,Eigengene_1,-0.13134062292576382,0.02655028860117871,-4.946862344838425,1.162403838481392e-6,2.142314241569801e-6,0.06398241554230179,Primary_Olfactory
Piriform_Cortex,rtop_RAS_060622_mean,Eigengene_10,0.13784476583551047,0.02672487132721489,5.157920655548235,4.1432750438181675e-7,8.255972412036202e-7,0.06917279962001026,Primary_Olfactory
Piriform_Cortex,rtop_RAS_060622_mean,Eigengene_2,0.1610325620415953,0.04141518359441275,3.8882493826085542,1.2033879718637901e-4,1.6748183113568212e-4,0.04051925578494025,Primary_Olfactory
Piriform_Cortex,rtop_RAS_060622_mean,Eigengene_3,-0.18000244754584074,0.04503424313881766,-3.997012828459996,7.791743404487336e-5,1.1101692449665334e-4,0.04271960442772956,Primary_Olfactory
Piriform_Cortex,rtop_RAS_060622_mean,Eigengene_4,-0.30886409250944924,0.044081955260106706,-7.006587858614455,1.2180969029214115e-11,5.925876825023083e-11,0.12059249616309066,Primary_Olfactory
Piriform_Cortex,rtop_RAS_060622_mean,Eigengene_5,-0.2311548122211689,0.04666081414571063,-4.9539386839528206,1.1235166552392388e-6,2.0848762674542576e-6,0.06415384458956654,Primary_Olfactory
Piriform_Cortex,rtop_RAS_060622_mean,Eigengene_7,-0.08698279269339011,0.023926208700462734,-3.635460752781441,3.181499773576834e-4,4.295024694328726e-4,0.03560340722692153,Primary_Olfactory
Piriform_Cortex,rtop_RAS_060622_mean,Eigengene_8,-0.3102230836528619,0.048931741813417744,-6.339914994969472,6.926487928070502e-10,2.4287684942584877e-9,0.10094192639084035,Primary_Olfactory
Piriform_Cortex,volume_percentage_mean,Eigengene_1,0.2790561810936383,0.041400385389470905,6.740424719925647,4.077499281589835e-11,1.0484998152659577e-9,0.0778723522065655,Primary_Olfactory
Piriform_Cortex,volume_percentage_mean,Eigengene_2,-0.23280326487892572,0.04192848043826436,-5.552389746671264,4.432468317726613e-8,4.884761003208921e-7,0.054197360138287555,Primary_Olfactory
Piriform_Cortex,volume_percentage_mean,Eigengene_4,0.1969021089221015,0.04226904356244728,4.658305282711282,4.022885702831413e-6,2.8964777060386173e-5,0.03877044049797116,Primary_Olfactory
Piriform_Cortex,volume_percentage_mean,Eigengene_5,0.17748844126142904,0.04242855033236374,4.183231335293679,3.355706725253526e-5,1.868125393440107e-4,0.031502146781411694,Primary_Olfactory
Piriform_Cortex,volume_percentage_mean,Eigengene_6,-0.11994721222664516,0.04280179673206099,-2.8023873151287093,0.005255441892561064,0.013513993438014165,0.014387333720943914,Primary_Olfactory
