BadeaID,Badea_ID,Module_1_Eigengene,Module_2_Eigengene,Module_4_Eigengene,Module_5_Eigengene,Module_6_Eigengene,Module_7_Eigengene,Module_8_Eigengene,Module_9_Eigengene,Module_10_Eigengene
210809_5,210809_5,-0.312437688,-0.014627998,2.096138633786532,1.1889161896762654,-0.604792941,-1.482015795,-0.532285924,0.056185039745950266,-9.140861009
210817_10,210817_10,0.6132101809635709,-1.684638951,-1.542791486,-0.976695071,-2.574048543,0.11223072512148287,0.48179892072353875,-1.776470724,60.691448466089675
210817_11,210817_11,0.6818627861086984,-0.870297889,-0.771055282,-0.375715796,0.5169609106565255,0.070374657,-1.528936719,-1.060757094,5.288000630035653
210817_12,210817_12,-1.78686241,-0.660027748,-0.572370676,2.468404088046985,0.095567597,-0.403053221,-1.95732992,4.762578587930187,46.27684690576527
210817_13,210817_13,-1.074449762,-0.051043411,-0.469189498,-0.92290824,-0.575735099,-1.933095001,0.2729610897226712,-0.529640681,-28.84958625
210817_18,210817_18,1.2990792029232345,0.48663412365713593,-1.362305209,-1.112869517,-0.642559739,0.6606842967644385,-1.370743975,0.8913153862200446,-19.62724998
210817_19,210817_19,0.6691116897094219,-2.272072115,-1.937688165,-0.932554393,-0.370689295,-0.022863094,-0.187844189,-3.634492583,69.63045039327311
210817_2,210817_2,-1.661411822,1.5544597164389455,-1.481576321,-1.092346427,-0.046686945,-1.571315187,-0.660679966,-0.984645048,-33.22631451
210817_4,210817_4,-0.55305565,-0.00226569,-0.667402579,-1.893256421,-0.609551014,-0.44078091,-1.48594587,-0.014855024,-33.40740348
210817_5,210817_5,2.3457623155328955,-0.412741629,0.9545276893880451,2.1255648259743154,2.3443692095895736,0.20427410796052758,-1.883763816,-1.600447418,38.67778213484728
210817_6,210817_6,-0.520440778,-0.197918072,1.8118425424076465,-0.129343436,-0.613534362,-0.253391677,0.42779703017834303,-0.701341133,-35.87194636
210817_8,210817_8,1.0508979974846384,3.3077312996281854,-0.385581065,-0.932578775,-0.847244511,-0.649358115,0.031064893,-0.324835191,-38.27706326
210817_9,210817_9,-0.264319402,0.836154246,-0.505531477,-0.107171813,-0.223326453,-0.740862405,-1.85754856,-0.632586206,1.777028287
210906_19,210906_19,-1.056581601,-0.574142799,-1.545144058,-2.206117597,-1.806720252,-2.57544503,-2.912343335,-0.372439748,-67.89494249
210906_2,210906_2,-1.938041488,0.2413432169327783,-2.717163116,-0.375916527,-0.17839313,2.3056513931040623,-1.11993214,3.1786190633485654,89.29543863591235
210906_20,210906_20,0.37104201811638593,-0.831504581,-2.08288564,0.4320288606550233,-0.229096692,-1.788871626,-1.91057158,0.4582808881203327,-33.47446818
210906_21,210906_21,-1.660915635,-1.012561953,-1.885767584,0.3373939533323985,-1.34262027,-0.207733152,2.078256402552689,-1.718191604,2.3351244277941015
210906_23,210906_23,-1.1517708,0.14465458307107143,-1.181197147,-2.552219818,-1.414039847,-2.205263723,0.9631568655019455,-0.187854046,-57.11978053
210906_24,210906_24,-0.945038674,-0.180949197,-1.172130218,-1.38381332,1.3927049942938172,-0.332586167,-0.370040607,0.3911206299309156,12.15198316853086
210906_3,210906_3,-0.429780578,0.4948459855350235,-0.619769634,1.8871288379049724,0.21558170370307997,1.4335352104604218,-0.854333001,-0.971423609,23.899141995040868
210906_4,210906_4,-1.714728723,0.658503884,0.237089251,0.053210303,-1.438361469,-1.645873646,-1.227733871,-1.993710105,35.54618908248451
210906_5,210906_5,1.0230607920862786,-0.284322783,1.3676886199187874,-1.024918225,-0.859377948,-1.580276718,-1.420780009,-0.428558443,-25.22209051
211001_11,211001_11,0.46809157660296424,-2.08003736,-0.105102434,-1.348937713,0.9334406451337518,-0.997660578,1.6911397617360993,-0.257357089,49.52561649
211001_20,211001_20,-1.206002308,2.0310882256763327,-0.298362804,-2.332696006,-0.903858566,-1.58717043,1.9690903118194565,-1.051935002,-13.9421926
211001_26,211001_26,0.932991818,0.23309828526048898,-1.709256257,-1.912417525,-1.773215591,-2.198657661,0.8269954684046216,0.4271312242857158,-48.6497977
211001_27,211001_27,0.6828603624849774,-0.065168747,-1.447505508,0.25510819909041516,2.1513972841609212,-2.433972888,-0.491013066,0.25051124594126073,-30.71599083
211001_28,211001_28,-1.508944547,2.426830450250913,-1.14125574,3.1869840240546643,-2.788832788,0.5419326675980658,0.31623438678416327,-1.060920827,-19.98830768
211001_30,211001_30,-0.951920179,1.4310946223677474,0.24598571668340824,-1.673970241,-0.575408041,-1.984808181,-0.197455977,-0.184538263,-43.56687589
211001_32,211001_32,2.5487311436833826,-0.103223094,1.0883158797610146,-1.523639191,-0.852986389,0.14011204628318152,-0.073712888,0.4745695142984259,-49.89001838
211001_6,211001_6,-1.963463523,-0.169082825,2.6065165192942237,1.2567240388684457,3.5363000092591883,-1.793609272,-2.431141637,-1.657579381,120.13842422617776
211001_7,211001_7,0.22835028109330127,-0.413094577,0.37379349536611417,-1.432871997,-1.407107688,-2.315012278,0.26290258,1.4743849417689074,-37.58867647
211001_8,211001_8,-2.035299338,-0.669376174,-0.513827127,-0.943549251,-0.425139686,-0.867791515,-2.225568904,-1.604913509,23.01816337531549
211001_9,211001_9,-0.245141712,2.3789638939938196,0.3024743645307867,-1.126990801,0.47632034944185553,1.2554390996560425,0.3082720108192817,1.6856067291788839,7.417233533230344
211004_1,211004_1,-0.041141416,1.4032034097418193,1.135035422886437,0.32377578021699727,-1.378172775,-1.819785442,-0.359352583,-0.051414486,-14.9665858
211004_13,211004_13,-0.646209344,0.47031110407644894,0.045983363,-0.508574613,0.506872736,-1.863165093,-1.687617212,1.124338301281694,0.6374288105665475
211004_14,211004_14,-0.542677303,-0.601682787,-1.092676932,-1.05290977,0.465060386,-1.576798932,-0.545404026,-1.127460967,-40.33485881
211004_15,211004_15,0.9540458181789291,-1.360742153,0.7889966224044168,0.26890522373189296,0.49630640610195564,-0.991186149,0.4793845492552236,-0.331586054,8.311195537017033
211004_2,211004_2,0.23583725845209602,1.6003943654720019,-0.328226732,0.5812952043887203,-1.015468359,-0.153404323,-1.20077,2.557641755378309,-7.196911225
211004_3,211004_3,1.2782272168335447,2.003371287811429,-0.446224953,0.49157920421480683,-1.733889234,-0.737690731,0.5956314658217194,-0.525225488,-26.9087419
211004_9,211004_9,1.4483832305214461,2.465435407394203,-0.091822881,-0.685952516,0.088052116,-1.070709802,-1.535187569,0.6864367523976398,-34.35482855
211122_1,211122_1,0.34982892598175874,-2.572922907,0.074050671,-2.077335711,0.3911698907160183,1.0684473748162235,-2.752897031,-2.201431099,95.02749368583889
211122_10,211122_10,-1.179642479,-0.915994082,-1.093442298,0.25974966751050205,-3.953792533,-2.996271168,3.3369785287453264,-0.988546931,87.69655653262805
211122_11,211122_11,0.5470296639868808,-1.33672974,-1.296856008,-1.953029779,-1.119456966,1.7092892615750854,-1.017575346,-2.107739299,32.56793984047023
211122_2,211122_2,1.627173476,-1.518408099,-2.660185593,2.2018277769008496,0.5998800410150882,5.772602900856319,1.370513112191676,-1.792638883,143.73738793814152
211122_4,211122_4,-0.895122023,1.2306400781664903,0.13557216369129138,-0.520205946,-0.027304445,-0.677786358,1.6804770549416588,-1.417515593,98.99900697605169
211122_9,211122_9,-2.472148743,4.718613579924215,1.251775396420196,-3.001120382,2.504798098754394,1.374550297985669,2.525607792013115,-1.522720597,143.39687764734137
220107_1,220107_1,-1.974076698,-2.107249013,5.395643696733637,1.596827719,2.0248561319582286,0.1878277502718363,0.4862105288051768,6.831940218457137,104.28702882072282
220110_1,220110_1,1.777981094652154,0.1588217374442166,-1.490344197,-0.384387842,-2.802853574,-1.186756691,2.910298670548072,-0.254540854,125.03489583534603
220110_2,220110_2,0.8609120379651581,-0.569551347,-0.825391029,-2.402211406,0.40206476036825584,-1.604474515,-1.012741366,0.7277087083595323,-47.9296754
220110_3,220110_3,3.082190422022098,0.034410014,-0.964910696,-0.576214171,-0.1130362,-0.1113899,-1.119604296,-2.753620832,75.36859075772367
220203_1,220203_1,-1.093283599,0.13886725055775373,1.7100044621282384,-1.433529035,-0.56925646,0.9744440435732558,1.1063735708189386,-0.948656156,54.34064382738911
220203_3,220203_3,0.12946897543165875,-0.821777242,0.998458396,-1.318031425,-0.941243163,-1.214356784,0.7677141250675192,-1.133675688,-7.606590688
220203_4,220203_4,3.082190422022098,2.0300612747206195,0.058377605,-0.66854037,0.6449451015210308,-1.708591678,0.6975668837538455,-0.437857125,66.41984040906917
220311_1,220311_1,1.7372864106620258,-1.790820165,3.3418247958318097,-1.847160824,-0.738113461,-1.087585131,1.1997994831079681,2.3347385701871537,11.542972517404445
220311_2,220311_2,3.082190422022098,-0.609749375,-0.93338339,-2.062434326,3.2017313539759473,0.45796787612998274,1.9119531479467506,0.058426461,57.29080759355268
220311_3,220311_3,0.9807517964054143,3.7956940637722796,-1.808565618,-0.758313178,1.405230559805456,-1.962303851,0.9436282749361461,-0.620890792,-9.602486186
220524_4,220524_4,0.024407940712968253,-1.246643155,0.075145005,0.6804398492937185,-0.129025686,-1.196385683,-1.758793046,-0.026871686,-13.11791686
220526_1,220526_1,-0.614719918,-0.470979347,-0.44889772,-1.291539343,-0.433797601,0.9223094598997009,-1.419926106,0.099750853,58.466373443908516
220526_2,220526_2,-1.3184685,-1.096225147,-0.819319445,-1.277940291,-0.433344676,-0.646020121,-0.793220207,-0.19583362,-11.72559264
220527_1,220527_1,2.342155299805049,-1.479821393,-0.066260505,-2.00103216,-0.332717589,-1.372390435,-0.492958447,-0.949272905,8.321054940353259
220527_2,220527_2,-0.842802713,2.0047087860336132,0.4121241736223124,-0.878960269,0.080987771,-1.89628439,0.43379590249614325,-0.480425045,-12.52243012
