Badea_ID,Module_1_Eigengene,Module_2_Eigengene,Module_4_Eigengene,Module_5_Eigengene,Module_6_Eigengene,Module_7_Eigengene,Module_8_Eigengene,Module_9_Eigengene,Module_10_Eigengene,DWI,Avg_Clustering,Path_Length
210906_3,-0.42978057782972956,0.4948459855350235,-0.619769634031092,1.8871288379049724,0.21558170370307997,1.4335352104604218,-0.8543330012920778,-0.9714236085557264,23.899141995040868,N60190,0.6562717307532806,1.77661918328585
210906_4,-1.7147287233928077,0.658503883557672,0.237089250652563,0.0532103026431666,-1.4383614686525288,-1.6458736462271377,-1.2277338709073524,-1.9937101048408759,35.54618908248451,N60188,0.6569717868809798,1.7831528964862298
210906_5,1.0230607920862786,-0.28432278294758206,1.3676886199187874,-1.0249182253873297,-0.8593779482623664,-1.5802767183043347,-1.420780009336452,-0.42855844333401333,-25.22209050845098,N60200,0.6534492419534422,1.8038746438746438
211004_14,-0.5426773032790837,-0.6016827872144181,-1.0926769317321836,-1.0529097700195447,0.465060386202635,-1.5767989323511338,-0.5454040260545954,-1.1274609672787055,-40.33485880848191,N59078,0.7131496281597188,1.6221842355175689
211122_1,0.34982892598175874,-2.5729229073441147,0.07405067145870206,-2.077335710697462,0.3911698907160183,1.0684473748162235,-2.7528970310023033,-2.2014310994233237,95.02749368583889,N60064,0.6591013396613414,1.8073314339981006
211122_10,-1.1796424793192717,-0.9159940815222453,-1.093442298354294,0.25974966751050205,-3.953792533123316,-2.9962711678155443,3.3369785287453264,-0.9885469312586943,87.69655653262805,N60167,0.6471041844159373,1.7760303893637226
211122_11,0.5470296639868808,-1.3367297402670668,-1.2968560082268388,-1.9530297792453482,-1.1194569657754248,1.7092892615750854,-1.0175753459984274,-2.107739298912178,32.56793984047023,N60194,0.6454168791577213,1.7966381766381767
211122_2,1.62717347622267,-1.5184080990805118,-2.6601855934988667,2.2018277769008496,0.5998800410150882,5.772602900856319,1.370513112191676,-1.7926388826911213,143.73738793814152,N60101,0.6540928114417291,1.7912820512820513
211122_4,-0.8951220230880738,1.2306400781664903,0.13557216369129138,-0.5202059464857934,-0.027304444845034415,-0.677786358488802,1.6804770549416588,-1.417515593277407,98.99900697605169,N60093,0.6522707926308627,1.7986894586894586
211122_9,-2.4721487428890647,4.718613579924215,1.251775396420196,-3.001120382200032,2.504798098754394,1.374550297985669,2.525607792013115,-1.5227205971274913,143.39687764734137,N60161,0.6444905246780577,1.8102564102564103
220110_1,1.777981094652154,0.1588217374442166,-1.4903441965390676,-0.3843878422192063,-2.802853574151363,-1.1867566905513014,2.910298670548072,-0.25454085355565065,125.03489583534603,N60088,0.6642487539643678,1.7414245014245013
220110_2,0.8609120379651581,-0.5695513465588729,-0.8253910293380492,-2.4022114055576895,0.40206476036825584,-1.604474515132167,-1.0127413656389084,0.7277087083595323,-47.929675403383456,N60070,0.6497003183930536,1.8124786324786324
220110_3,3.082190422022098,0.03441001425684217,-0.964910695606644,-0.5762141710159042,-0.11303620018352208,-0.1113898995432794,-1.1196042964226636,-2.7536208320333957,75.36859075772367,N60072,0.6544927704826377,1.7966571699905034
