,0
Cd99l2,10
Htt,10
Egln2,10
Gm17541,10
Slc27a4,10
Cul2,10
Gm16415,10
Acbd6_2,10
Erhrt-ps,10
Fip1l1_1,10
Pabpc4_1,10
Sirt7_1,10
Sp140_1,10
Chst15,10
Ppm1b_1,10
Rpl15_1,10
Yaf2,10
Rps25_1,10
Oas1a,10
Tmem268,10
Ing2_1,10
Mtss1,10
Sh3kbp1_1,10
Rpl36,10
Abce1,10
Rac1_1,10
Snu13_2,10
Tspan8,10
Utp14a,10
Tax1bp1,10
Gene_21,10
Rps17_1,10
Rnf169,10
Rpl35_1,10
Atp1a3,10
Thrap3_1,10
Eno1,10
Fes,10
Krcc1,10
Os9_1,10
H3f3a_1,10
Etv6,10
Mpeg1,10
Fcgr2b_2,10
Timm17a,10
Impdh2,10
Pikfyve,10
Cox5b_1,10
Manbal,10
Fmnl3,10
Plcg2,10
Ebf1,10
Fam3c_1,10
Zftraf1_1,10
Fxn,10
Mbtps1,10
Birc5,10
H2-Q4_1,10
Pop5_1,10
Mgmt,10
Paqr7,10
Alyref2,10
Tcea1,10
P2rx4_1,10
Sdhc_1,10
Zfp953,10
Zc3h15_1,10
Pgk1,10
Sh3pxd2a,10
Ttc33_1,10
Ifitm2,10
Rpl3,10
Gm8724,10
Ppil3_1,10
Atosa,10
Cacul1,10
Rpl32,10
Fdps,10
Gm5239,10
Tor4a,10
Syn1,10
Ankrd17_1,10
Ifitm6,10
Nmt2,10
Dtx3l,10
Uba52_1,10
Timm50,10
Med9,10
Rpl36a-ps1,10
Dut_2,10
Rps16_1,10
Max_1,10
Ube2o_1,10
Kdm5c_1,10
Rpl5_1,10
Spire1_1,10
Cr2,10
Mdc1,10
mt-Nd1,10
mt-Nd2,10
mt-Co1,10
mt-Co2,10
mt-Atp8,10
mt-Atp6,10
mt-Co3,10
mt-Nd3,10
mt-Nd4,10
mt-Nd5,10
mt-Nd6,10
mt-Cytb,10
Selenop,10
Sephs2,10
Gpx1_1,10
Gpx3,10
Selenof_1,10
Selenoo_1,10
mt-Nd4l,10
Tacc1_1,10
Gene_22,10
Aurkaip1_1,10
H6pd,10
Pgd_1,10
Zfp991,10
Dhrs3_1,10
Plekhm2,10
Eif4g3,10
Zdhhc18,10
Wasf2,10
Ago4,10
Akirin2,10
Med8,10
Rbm10,10
Ifitm10,10
Mob2,10
Acer2,10
Rplp2_1,10
Frmd3,10
Oat,10
Tacc1_2,10
Prpf4,10
Cdc26_1,10
Slc31a1,10
Fkbp15,10
Slc31a2,10
Amer1,10
Zfp629,10
Rhbdd2_2,10
Gm10288,10
Ipo7,10
Tmem42,10
Ptges3_2,10
Cd47_1,10
Numa1_1,10
Crtap,10
Crip2,10
Pacs2,10
Arap1_1,10
Pgm2l1_2,10
Bpnt2,10
Ppp2r5c_1,10
Vrk1_2,10
Ifi27_2,10
Rpl31-ps1,10
Atp2c1_1,10
Msl2,10
Ythdf2_1,10
Slc39a9,10
Fbxo9,10
Nin_1,10
Gm10268,10
Ccpg1_2,10
Bnip2,10
Isg15,10
Zfp865_2,10
Csnk1g2_2,10
Anp32a_1,10
Hmgb1_1,10
Lsm14a,10
Gm7589,10
Nptn_1,10
Arpc1b_1,10
Tecpr1,10
Stat2_1,10
Card11,10
Mfsd2b,10
Ncoa1,10
Kcnk6,10
Map4k1,10
Nfkbib,10
Zfp157,10
Znhit1_1,10
Gene_23,10
F5,10
Nipsnap2,10
Bscl2_1,10
Scarb1_1,10
Ncor2_1,10
Prkd2_1,10
Ap2s1,10
Pitpnm2,10
Fam20b,10
Glul_1,10
Zfp810,10
Sh2b3_1,10
Cdkn2d_1,4
Icam1_1,10
Nck2,10
Rfc5,10
Suds3_1,10
Tnnt1,10
Rplp0_1,10
Rpl31_1,10
Dhx57,10
Elk4_1,10
Slc41a1,10
Yap1,10
Zranb3,10
Man2a1,10
Adgre1,10
Rps12-ps3,10
Rfx2,10
Tcf7,10
Hes6,10
Yju2_1,10
Pot1b,10
Gpr55,10
Polr1c,10
Xpo5_1,10
Cenpq,10
Eif1ax,10
Frat1,10
Gnl1,10
Ppp1r10,10
Cnot9,10
Abca12,10
Vars1_1,10
Pgm2,10
Rps28_1,10
Gene_24,10
Hnrnpa1_1,10
Ifit1bl2,10
Creb1,10
Bmpr2,10
Tmem128_1,10
Dido1_2,10
Trmt2b,10
B3galt4,10
Cd320,10
Mtg2_1,10
Hnrnpm_1,10
Gda,10
Aldh1a1,10
Tnfaip8_1,10
Zfp952,10
Dera,10
Prune2,10
Wiz,10
Tnip2,10
Ybx3_2,10
Gnas_1,10
Zfp827,10
Med12_1,10
Zfp64,10
Gtf3c2_1,10
Ncoa3,10
Rtn3,10
Hs6st1,10
Ndufa9_1,10
Tbl1x,10
Ube2c,10
Trmt112_1,10
Chpf2_1,10
Gm10221,10
Uqcc4,10
Phf3_1,10
Emd_2,10
Atn1,10
Srpk2_1,10
Slc38a1_1,10
Pi15,4
Rpl15-ps3,10
Myl9,10
Romo1,10
Arfgef1,10
Srrm2_1,2
Htatsf1,10
Smarcc1,10
Grk2_2,10
Rtl8b,10
Rtl8a,10
Zfp160,10
Mapk11,10
Tmcc1_1,10
Gtf2f2,10
Gramd4,10
Zdhhc9,10
Tmem181a,10
Lrch1,10
Snn,10
Fndc3a,10
Irak2,10
Tcp1_1,10
Nudt18_1,10
H13_1,10
Rnaset2b_1,10
Tnfrsf13c,10
Edem1_1,10
Zdhhc14,10
Cst7,10
Uba1_2,10
Uba3,10
Usp9x_1,10
Sun2,10
Lgals1,10
Pdxp,10
Il2rb,10
Vmn1r50,10
Uba52rt,10
Cds2_1,10
Apol10b,10
Zdhhc20,10
Isy1,10
Cenpb,10
Aak1,10
Snrpg_1,10
Ddrgk1,10
Cd86,10
Tet3,10
Dok1,10
Chd8_1,10
Chrac1,10
Cep152,10
Cage1,10
Mfap1a,10
Gch1,10
Hnrnpa2b1_1,10
Itgb1,10
Ap2m1_2,10
Gng5,10
Gene_25,10
Yeats2,10
Btd,10
Dnajb14,10
Ube2l3_1,10
Uqcc5_1,10
Bmf,10
Marchf6,10
Slc37a3,10
Sgms2,10
Gm4841,10
Drosha,10
Marf1,10
Rbm33_3,10
Utp3,10
Sec14l1_1,10
Fyb1,10
Gcc1,10
Atp5mc1_1,10
Nr1d2,10
Sars1_1,10
Trp53i11_1,10
Cry2,10
Psma5,10
Il3ra,10
Atxn7l1_1,10
Arhgap1,10
Rap1a_1,10
Ddx20,10
Slc43a3,10
Ppia_1,10
Acp6_1,10
H2bc21,10
Scrn3_1,10
Selenbp1,10
Ssb_1,10
Ppig_1,10
Baz2b_1,10
Ash1l_1,10
Dap3_1,10
Fhdc1,10
Fbxw2_1,10
Zbtb34,10
Rraga,10
Dnm2_2,10
Alkbh1,10
Gm6793,10
Urm1_1,10
Gpbp1_2,10
Sec16a_1,10
Mfn1_1,10
Prnp,10
Insr,10
Pde7a,10
Mapk3_2,10
Tpd52_1,10
Tpd52_2,10
Usp1,10
Sumo1,10
Arsb,10
Hacd1,10
Arb2a_1,10
Klhl3,10
Cltb_2,10
Nfx1_2,10
Atxn1,10
Snrnp48_1,10
Ripor2_1,10
H2bc6,10
Hfe,10
H2bc23,10
Mbp_2,10
Slc14a1,10
Larp4b,10
Zfp942,10
Gm5507,10
Sh3bp5,10
Polr3gl,10
Bin1_1,10
Asxl2,10
Rbms2_1,10
Naca_2,10
Klhl25,10
Stat6_1,10
Usp14_1,10
Wac_2,10
Epc2,10
Lyz2,10
Tdg,10
Dazap1_1,10
Srsf2_1,10
Tfam,10
Cd300ld3,10
Cd300c2,10
Sgpl1,10
Amz2_1,10
Micu1_1,10
P4ha1,10
Slc16a10_1,10
Marcks,10
Ncoa7_2,10
Aup1_1,10
Gene_26,10
St3gal1_1,6
Ezh2,10
Atp6v0a1,10
Bclaf1_1,10
Nt5c3b,10
Zfp1007,10
Msi2_1,10
Synrg,10
Wfdc17,10
Ovgp1_2,10
Taok3_1,10
Cluh,10
Ahnak,10
Dynlt1c,10
Rab4b,10
Trim11_1,10
Taf1c,10
Tbc1d9b_1,10
Anapc11_2,10
Ap1g1_2,10
Cyfip2_1,10
Smco1,10
Dock2,10
Hmgb1_2,10
Npm1_2,10
Fbxw11_1,10
Hba-a2,10
Hba-a1_1,10
Bean1,10
Commd1_2,10
Adgrg1,10
Peli1,10
H2az2_1,10
Wdr83,10
Tnpo2,10
Nefh,10
Morc2a_1,10
Tbc1d9,10
Fcho1,10
Ano8,10
Ell,10
Kxd1,10
Clcn3,10
Sp110,10
Mtus1_2,10
Tomm40,10
Naa80,10
Pls1,10
Cep162,10
Fam219b,10
Gene_27,10
Rnf213_1,6
Cdc27,10
Arhgap23_1,10
Spata1,10
Supt4a_1,10
Ccnd1,10
Capza1,10
Tnrc6a,10
Tmem256_1,10
Kdm6b,10
Rnf187,10
Mesd,10
Tlnrd1,10
Slc17a9,10
Fam217b,10
Chchd2,10
Ctcfl,10
Pwwp2a_1,9
Cdc25a,10
Nsmce3,10
Hsp90aa1_2,10
Uevld_1,10
Gcn1_2,10
Ftl1_1,10
Gpr157,10
Entpd6,10
Selenom,10
Patz1,10
Galk2,10
Sars2,10
Vps4b,10
Dnajc8_1,10
Wipf1,10
Rmdn3,10
Zfp575,10
Tmem35b,10
Stk40,10
Inpp5b,10
Ttc17_2,10
Ccdc8,10
Cited4,10
Sae1,10
Fam193a_1,10
Zfp787,10
Il11,10
Dnaaf3,10
Usp24,10
Kmt2e,10
Klhl9,10
Lmbrd1,10
Inip,10
Ndufb6_1,10
Znrf1_1,10
Camkmt,10
Safb,10
Samd1,10
Yipf3_1,10
Jund,10
Cyp4v3,10
H2-Ob_1,10
Brd2,10
Ubxn8,10
Tmem263,10
Ptbp1_1,10
Smim15,10
Ccdc78,10
Cog8_2,10
Zfp213,10
Zfp945,10
Tmf1,10
Golm1,10
Pole4,10
Map3k5,10
2410004P03Rik,10
Armt1_1,10
Syne1_1,10
Itsn1_1,10
Rnase6_1,10
Pnp2,10
Prl8a1,10
Vti1a,10
Nutf2-ps1,10
Itprip,10
Atp5mk_1,10
Tigit,10
Atf7_1,10
Cebpd,10
Tut1,10
Mta2_1,10
Rom1,10
B3gat3,10
Ints5,10
Arid2_1,10
1810009A15Rik,10
Uqcc3,10
Polr2g_1,10
Csf2rb,10
Csf2rb2,10
Ncf4,10
Apol7e,10
Smpd5,10
Mroh1_1,10
Zhx2,10
Deptor,10
Mospd1_1,10
Slc35a2,10
Map3k2,10
Rnf121,10
Myadm_1,10
Ttc9c,10
Hnrnpul2,10
Tuba1a,10
Rpl31-ps17,10
Psmb11,10
Irgm1,10
Prkce,10
Ppp4r1,10
Lst1,10
Pknox1,10
Tbc1d24,10
Qki_1,10
Rnaset2a,10
Ptpn14,10
Tmco1_1,10
Rcsd1_2,10
Mbd1,10
Odr4,10
Cd74_2,10
Gm8618,10
Srgap2_1,10
Arhgap26,10
Brd8,10
D2hgdh,10
Cops9,10
Hdac4_1,10
Ramp1,10
Lrrfip1_2,10
Rab18_1,10
Rpl27-ps3,10
Plekhm3,10
Mrpl43,10
Pusl1,10
Pgap1,10
Faap20_1,10
Klhl21,10
Ubr4_1,10
Sgk3_1,10
Otud3,10
Hp1bp3_1,10
Srsf10_1,10
Rnf19b_1,10
St3gal3,10
Irf7_2,10
Hras_1,10
Fam53b_2,10
Cln3,10
Tufm,10
Nfx1_3,10
Zfp292,10
Trim5,10
Hbb-bt,10
Or52a24,10
Rhog,10
Pnisr,10
Ggh,10
Arap1_2,10
Fchsd2,10
Arrb1_1,10
Exoc8,10
Afg3l1_2,10
Mc1r,10
Spata2l,10
Ankrd11_1,10
Scap,10
Osgin1,9
Mlycd,10
Gene_28,10
Cd37_1,10
Gene_29,10
Zfp788,10
Adcy7_1,10
Tmod2,10
Lsr,10
Sdhaf1,10
Lef1,10
Pias1,10
Ceacam1,10
I830077J02Rik,10
Layn,10
Ehd2,10
Lig1,10
Vps37a,10
Epn1_1,10
Atp6v0c_2,10
Gabpb2,10
Dennd4b,10
Spc24,10
Arfip1,10
2210418O10Rik,10
Mocs3,10
Arfgef2,10
Mbnl1_1,10
Sirpa_1,10
Tada3_3,10
Mafb,10
Gm5148,10
Rbms2_2,10
Dlgap4_1,10
Nab2,10
Eif2s2,10
Tspyl3,10
Csnk2a1,10
Fndc10,10
Cd93,10
Thbd,10
Pdzd8,10
Atxn7l3b,10
Kiz,10
Poc5,10
Bhmt,10
Ube2n_1,10
Plxnc1,10
Sfr1,10
Arrdc3,10
Gm4149,10
Brd9,10
Hps6,10
Nt5dc3,10
Gm10775,10
Gm10132,10
Slc35d2,10
BC025920,10
Zfyve27_1,10
Serf2_1,10
Lcmt2,10
Nsd1,10
Midn,10
Btaf1,10
Uimc1_1,10
Arhgap45_2,10
Sumo3,10
Fam8a1,10
Mis18a,10
Pabir1,10
Aven_2,10
Or4f14b,10
Cd44_1,10
Hk1_2,10
Cd82_2,10
Nxpe3,10
Zfp408,10
Gpr137,10
Mtr,10
Prep,10
Mical1,10
Amd1,10
Net1,10
Fam89b_1,10
Itga4,10
Ccdc50,10
Igf2bp2,10
Samd5,10
Zbtb2,10
Rc3h2_1,10
Copz1,10
Abcc1,10
Hspa5,10
Septin9_1,10
Dip2b,10
Larp4_1,10
Sh3glb2_1,10
Dolk,10
Ttf1,10
Prkcg,10
Ndor1_1,10
Poldip3_1,10
Nfam1_1,10
Tmub2,10
Aimp2_2,10
Eif3d,10
Eif2ak1,10
Rac1_2,10
Actb,10
Eif3b_1,10
Ube2z,10
Zc3h3,10
Tsc22d4_1,10
Agfg2_2,10
Sla,10
9130401M01Rik,10
Stx2,10
Psmd9_1,10
Unc119_2,10
Ptpn11_2,10
Rpl15_2,10
Nufip2,10
Tmem254_1,10
Git1,10
Med13l,10
Camk2g,10
Rpl37rt_1,10
Smim10l1,10
Selplg,10
Gtf2h5_2,10
Inf2_1,10
Ccnk,10
Ncor1_2,10
Srp72_1,10
Rybp,10
Zkscan17,10
Iqsec1_1,10
Arhgap25_1,10
Bst1,10
Tbc1d9b_2,10
Vamp5_2,10
Mgat1,10
Gpr174,10
9930111J21Rik2,10
Slc38a6_1,10
Nhsl2,10
Pttg1_2,10
Gene_30,10
Slbp_2,10
Nt5c3_2,10
Hbq1b,10
Chac2_2,10
Tmem176b,10
Lrrc61,10
Zfp956,10
Flna_1,10
Arl4a_1,10
Dennd11,10
Cbll1,10
Tmem185a,10
Ids,10
Phf23,10
Ap1b1,10
Mdfic,10
Wdr44,10
Gripap1_1,10
Msrb1_1,10
B2m,10
Gm12481,10
Rpl23a_1,10
Ddi2,10
Nsrp1,10
Mrto4_1,10
Capzb_2,10
Prpf8,10
Rtn4rl1,10
Prkacb,10
Ece1,10
Pafah1b1_2,10
Plcb2,10
Arpc3,10
Ppp1cc_1,10
Rpl11_1,10
Gale,10
Nipal3,10
Hmgn2,10
Rpa2,10
Arrb2_1,10
Med18,10
Trim44,10
Acadvl_2,10
Ankrd13a_1,10
Kctd10,10
Kpna6,10
Tmem234_1,10
Eif3i,10
Hdac1_1,10
Rbbp4,10
Trappc1,10
Ak2,10
Adprs,10
Stxbp3,10
Sars1_2,10
Yrdc,10
Sort1_1,10
Akirin1,10
Ube2l6,10
Med19,10
Nfe2l2,10
Elovl1_1,10
H2-T23_1,10
Dmap1,10
Rai1_1,10
Rnf220_1,10
Nt5m,10
Rps8,10
Zfp39,10
Faf1,10
Anxa6_1,10
Eps15_2,10
Tnip1,10
Kti12,10
Btf3l4,10
Tnfaip2,10
Uba2_1,10
Marchf7,10
Vdac1,10
Stam2,10
Acot11,10
Cdkn2aipnl,10
Mmadhc,10
Ltc4s,10
Sqstm1_2,10
Rnf130_2,10
Mapk9,10
Jak1,10
Rpl35rt,10
Dennd1a_1,10
Ublcp1_1,10
Gapvd1_1,10
Btla,10
Rpl12_1,10
Rps6,10
Stk10,10
Ttc39b,10
Ifit1,10
Ifit3,10
Ifit2,10
Cd3e,10
Ass1,10
Rtn4_2,10
Rps27a_1,6
Rps27a_2,10
Rel,10
Set_2,10
Xpo1,10
L1cam_1,10
Rapgef1_1,10
Ppp3r1,10
Plek,10
Ecpas,10
Rpl7a_1,10
Med22,10
Slc44a1_1,10
Marchf3_2,10
Zmiz2_1,10
Abca2,10
Pold2,10
Uap1l1,10
Anp32b,10
Pdpk1,10
Dbnl_2,10
Ewsr1_3,10
Psd4_2,10
Creb3,10
H4c3,10
H4c8,10
Aco1,10
Mob3b,10
H4c9,10
Akr1b1,10
Ube2h,10
Sdcbp_2,10
Rps20_1,10
Lyn,10
Tbcd,10
Narf,10
Rhbdf2,10
Llgl2,10
Kctd2,10
Mrpl58,10
Dido1_3,10
Wipi1,10
Amz2_2,10
Smurf2,10
Cep95,10
Pecam1_1,10
Nsf,10
Itga2b_1,10
Ctsa_1,10
Ctsa_2,10
Pigt,10
Cnp,10
Tgm2,10
Smarce1_1,10
Trpc4ap_2,10
Fbxl20,10
E2f1,10
Rpl23_1,10
Psmb3,10
Kat7,10
Acsf2,10
Dstn,10
Ube2j2,10
Rassf2_2,10
Cltc_2,10
Adissp,10
Rpl22_1,10
Itpa,10
Nop56_1,10
Snrpb,10
Sirpa_2,10
Polr1b,10
Ube4b,10
Dffa_2,10
Pex14,10
Snrnp200,10
Mtor,10
2510039O18Rik,10
Evi2a,10
Tmem97,10
Trbc2,10
Igkc,10
Ighm_1,10
Ablim1_1,10
H4c17,10
AK157302,10
Sowaha,10
Tmem203,10
Klhdc7a,10
Rpl27rt,10
F8a,10
Sf3b5,10
Or5i1,10
Cd63,10
Sarnp,10
Smarcc2_2,10
Ctdsp2_1,10
Ctdsp2_2,10
Osbpl8,10
Scyl2_1,10
Nfic,10
Smim24,10
Hmg20b,10
Tbxa2r,10
Map2k2_1,10
Dot1l,10
Mbd3_1,10
Dazap1_2,10
Cirbp_2,10
Stk11_2,10
Gpx4_1,10
Arhgap45_3,10
Med16,10
Palm,4
Agpat3_1,10
Cfap410,10
Trpm2_1,10
Trpm2_2,10
Adora2a,10
Zwint_2,10
Vsir_2,10
Psap_1,10
Scml4,10
Snx3_2,10
Foxo3,10
Tnfaip3,10
Sdf4_2,10
Aurkaip1_2,10
Ssu72_2,10
Slc35e2,10
Gnb1_1,10
Ipcef1,10
Rere_1,10
Rere_2,10
Tmem201,10
Clstn1,10
Tardbp_1,10
Mfn2,10
Zfp933,10
Zfp992,10
Zfp984,10
Prdm2,10
Pink1_2,10
Ephb2_2,10
Pithd1_1,10
Pafah2,10
Pdik1l,10
Sh3bgrl3_2,10
Arid1a,10
Tmem222,10
Cars1_1,10
Ahdc1,10
Dnajc8_2,10
Gmeb1_1,10
Lsp1_2,10
Snrnp40,10
Rplp2_2,10
Gatd1_1,10
Ifitm1,10
Nlrp6,10
Zbtb8os_1,10
Sirt3,10
Zfp941,10
Yars1,10
Phc2_1,10
Metrnl,10
Zzz3,10
Bnip3,10
Foxk2,10
Cybc1,10
Map7d1_1,10
Uros,10
Dcxr,10
Eva1b,9
Zranb1,10
Csf3r_2,10
Mafg_2,10
Mtf1,10
Arhgdia,10
Hgs,10
Selenof_2,10
Actg1_2,10
Gbp3,10
Tial1,10
Itgam,6
Pabpc4_2,10
Endov,10
Eif4a3_2,10
Cap1_2,10
Zfp668,10
Stx1b,10
Bcl7c_2,10
Cant1,10
Ube2d3_1,10
Prr14,10
Zfp688,10
Foxj3,10
Septin1_1,10
Cyp2u1,10
Ino80e_1,10
Septin9_2,10
Zfp691,10
Ypel3_2,10
Ypel3_3,10
Mettl23_1,10
Sult1a1,10
Prpsap1,10
Hyi_1,10
Rabep2_1,10
Exoc7,10
1810037I17Rik,10
Mrpl38,10
Trim65_2,10
Eif2b3,10
Prdx1_1,10
Gene_31,10
Rnpc3,10
Cyp4x1,10
Vps35l_2,10
Cd300lf,10
Rps15a_1,10
Rpl38_2,10
1110004F10Rik_2,5
Clcc1,10
D11Wsu47e,10
Tmem167b,10
Nrdc_1,10
Usp47_1,10
Zfyve9,10
Scp2_2,10
Gna13_2,10
Dennd5a_1,10
Czib_1,10
Helz,10
Psmd12_2,10
Gvin2,2
Timm10b_2,10
Trim3,10
Trim30b,10
Trim12a_1,10
Smarcd2_2,10
Trim34a,10
Cxcr2,10
Pde4b,10
Trim21,10
Slc22a15_1,10
Anapc15,10
Clpb,10
Arap1_3,10
Hsd3b2,10
Patj,1
Acbd4_1,10
Gm7336,6
Fam168a,10
Rab6a,10
Fmo5_2,10
Mrpl48_1,10
Nfia,10
Jun,10
Rps3_2,10
Plaa,10
Ubtf_1,10
Ubtf_2,10
Hdac5_1,10
Hdac5_2,10
Lsm12_2,10
Mindy1_1,10
Ccdc171,10
Psip1_2,10
Psmd4_2,10
Rpl27_2,10
Ezh1,10
Zfp592,10
Stat5a,10
Furin_1,10
Rab5c,10
Idh2,10
Mfge8,10
Pygo2,10
Shc1,10
Rgs3_1,10
Aen,10
Flad1_1,10
Zbtb7b,10
Fam174b,10
Rara_1,10
Msl1_2,10
Dap3_2,10
Syt11,10
Cdk12_1,10
Cdk12_2,10
Med1,10
Cisd3,10
Mllt6,10
Klf4,10
Sp2,10
Slc44a1_2,10
Hps5,10
Snx11,10
Fbxw7_1,9
Fbxw7_2,10
Tmem154,10
Atp5mc1_2,10
Snf8_2,10
Gngt2_2,10
Gngt2_3,10
Zfp652_1,10
Stx17,10
Spop_1,10
Spop_2,10
Sphk2_1,10
Galnt12,10
Ppp1r9b_2,10
Ruvbl2,10
Tstd2,10
Tmod1,10
Slc25a51,10
Trim59,10
Smc4_1,10
Tomm5,10
Aldh16a1_1,10
Ankrd40,10
Luc7l3_1,10
Luc7l3_2,10
Zcchc7,10
Clta_1,10
Mbtd1_1,10
Glipr2_2,10
Ap2a1,10
Tom1l1,10
Rgp1,10
Atf5_2,10
Dgke,10
Kcnc3,10
Msi2_2,10
Nr1h2,10
Tpm2,10
Selenot,10
Shank1,10
Atosb_1,10
Atosb_2,10
Dnajb5,10
Vsig10l,10
Zfp715,10
Ptrh2,10
Il18r1,10
Ubap1_2,10
Usp32,10
Bag1_2,10
Ndufb6_2,10
Rbm42_2,10
Rngtt,10
Rffl_2,10
Nfkbid,10
Polr2i_2,10
Dnajc19_2,10
Capns1_1,10
Zfp260_1,10
Zfp74,10
Spint2,10
Pik3ca,10
Wwp1,10
Rmdn1,10
Lgals9,10
Ift20_1,10
Supt6_2,10
Zfp60,10
Asph_1,10
Akt2_2,10
Blvrb_2,10
Blvrb_3,10
Actmap,10
Rps19_1,10
Rps19_2,10
Zfp296,10
Ercc2,10
Tax1bp3_2,4
Strn4_1,10
Slc1a5,10
Dhx33,10
Nup88,10
Rps5_2,10
Zfp444_2,10
Zfp444_3,10
Arrb2_2,10
Alox12_2,10
Kmt5c,10
Gabarap_2,10
Ctdnep1,10
Eif5a_1,5
Eif5a_2,10
Rps9_2,10
Plscr3,10
Prpf31,10
Zbtb4,10
Trp53_1,10
Chd3_1,10
Ubc_1,10
Dhrs7b_2,10
Llgl1,10
Atpaf2,10
Pcmtd2,10
Sipa1l2,10
Mrpl55,10
Tpd52l2_2,10
Arfrp1,10
Trim11_2,10
H2ac25,10
Irgm2,10
Tcf25_2,10
Ppdpf_2,10
Galnt10_2,10
Mfap3,10
Atox1,10
Slc36a1,10
Anxa6_2,10
Cables2,10
Irf1,10
6430548M08Rik,10
Usp10,10
Uqcrq_2,10
Nelfcd,10
Gnas_2,10
Gnas_3,10
Ube2b_2,10
Gnas_4,10
Jade2,10
Atmin,10
Hnrnpab_2,10
Maf,10
Clk4,10
Rtf2_2,10
Zfp217,10
Aida_1,10
Ube2v1_2,10
Trim7_1,10
B4galt5,10
Pelo,10
Stau1,10
Itk,10
Clint1,10
Map3k1,10
Nfatc3_1,10
Pltp_2,10
Mrps36,10
Tubgcp6_1,10
Npm1_3,10
Fbxw11_2,10
Brd1,10
Tomm34,10
Ttpal,10
Cpeb4_1,10
Fitm2,10
Cert1,10
Ptprt,10
Plcg1,10
Gm6158,10
Top1_1,10
Snhg11,10
Vrk2,10
Tcf20_2,10
Bcl11a_2,10
Polr2c,10
Tti1,10
Blcap,10
Src,10
Gm17132,10
Samhd1_2,10
Tef,10
Zc3h7b,10
Sla2,10
Aar2,10
Vps54,10
Mrtfa,10
Sertad2,10
Rbm12,10
Atf4,10
Cpne1,10
Chd9_1,10
Cbx7_1,10
Cyld,10
Cbx6,10
Sec61g_1,10
Sec61g_2,10
Dynlrb1,10
Triobp,10
Nsun2,10
Raly_2,10
Zfp429,10
Prdx2_2,10
Zfp595,10
H2az2_2,10
Gcdh,10
Rad23a_2,10
Nfix,10
Trmt1_1,10
Commd7_2,10
Nol4l,10
Zmiz2_2,10
Asxl1,10
Adgre5_1,10
Nudcd3_2,10
Tpx2,7
Bcl2l1_2,10
Ppp2r5c_2,10
Dbnl_3,10
Rbck1_1,10
Evl_1,10
Idnk_2,10
Psmf1_2,10
Gas2l1_2,10
Tmed9_1,10
Nf2,10
Zfp345,10
Ascc2_2,10
Zfp120,10
Clmn,10
Gene_32,10
Mtmr3,10
Sin3b_2,10
Eef1d_2,10
Ralgapa2,10
Naa20,10
Zfp882,10
Rin2,10
Jak3_2,10
Lgmn,10
Auh_2,10
Sema4d_1,10
Sema4d_2,10
Ocel1_2,10
Ocel1_3,10
Gpr68,10
Haus8_1,10
Calm1,10
Bicd2,10
Fgd3,10
Gene_33,10
Zc3h14,10
Homer3,10
Slc25a42,10
Borcs8_2,10
Cds2_2,10
Ndufa13,10
Smox_2,10
Smox_3,10
Smox_4,10
Smox_5,10
Ap5s1,10
Ints10,10
Eci2,10
Lzts3,10
Pced1a_1,10
Tgm3,10
Irf4,10
Slc20a1,10
Zc3h6,10
Fbxo8,10
Tmem87b,10
Azin1_2,10
Ubr5_1,10
Bcl2l11,10
Ripor2_2,10
Gphn,10
Max_2,10
Gabpb1,10
Hif1a,10
Cops2,10
Prag1,10
Sub1_2,10
Hmgb1_3,10
Arid4b,10
Sord,10
Polr1d_2,10
Lyst,10
Mtif3_2,10
Map4k5,7
Golm2,10
Serf2_2,10
Actn2,10
Rpl36al_2,10
Zmynd11,10
Map1a,10
Zscan29_1,10
Oxct1,10
Kat6a,10
Cdan1,10
Snap23,10
Eapp_1,10
Kdelr2,10
Fbxl18,10
Ndufaf1,10
Erich1,10
Zfand2a,10
Lpgat1,10
Dld,10
Get4_2,10
Tpt1_1,10
Arhgef7_1,10
Cnpy4,10
Cops6_2,10
Map2k7,10
Mospd3,10
Srp9_2,10
Cnih4_1,10
Adam28,10
Ap1s1,10
Pax6,10
Znhit1_2,10
Psen2,10
Cd59b_1,10
Cd59b_2,10
Lmo2_1,10
Dtx2,10
Caprin1,10
Akt3_1,10
Akt3_2,10
Pom121,10
Cd44_2,10
Ifi204,10
Abhd11,10
Tagln2,10
Pea15a,10
Pex19_2,10
Tspan18,10
Trp53i11_2,10
Prdm11_1,10
Ncf1,10
Caln1,10
Phf21a,10
Nit1,10
Tmem248,10
Dgkz_2,10
Sdr39u1,10
Pcp4l1,10
Sdhc_2,10
Psme2_1,10
Ubb-ps_1,10
Scarb1_2,10
Creg1,10
Ccr5,10
Celf1,7
Ptpmt1,10
Kbtbd4,10
C1qtnf4,10
Cdk2ap1_2,10
Mettl18,10
Gene_34,10
Or4c35,10
Fmo1,10
Ablim1_2,10
Or4a74,10
Dennd5b,10
Diablo,10
Slc43a1,10
Fgfr1op2_4,10
Tmx2,10
Camkk2_1,10
Tmem260,10
Mxi1_2,10
Tctn1,10
Tor1aip2_2,10
C2cd5,10
Erp29_2,10
Gmfb,10
Tmppe,10
Ddhd1,10
Clasp2_1,10
Wbp1l,10
Pdcd6ip_2,10
Arhgdib_2,10
Arhgdib_3,10
Gene_35,10
Plekha3,10
