,0
Cd28,10
Wdr12_1,10
Stradb_1,10
Trak2,10
Ndufb3,10
Orc2,10
Ercc5,10
Ptp4a1_1,10
Chst10,10
Eif5b_1,10
Mrpl30_1,10
Stk17b,10
Asnsd1_1,10
Ormdl1,10
Inpp1,10
Nabp1,10
Coa5,10
Inpp4a,10
Tmem131,10
Zap70_1,10
Plekhb2,10
Ptpn18_1,10
Imp4,10
Prim2,10
Rhbdd1,10
Sdhaf4,10
Smap1_1,10
Ogfrl1_1,10
Cyp27a1,10
Ctdsp1,10
Slc11a1,10
Ppm1f,10
Xrcc5,10
Atic,10
Bard1,10
Abcb6,10
Stk16_1,10
Ptprn,10
Itm2c,10
Psmd1,10
Ncl_1,10
Pde6d,10
Mrpl44,10
Serpine2,10
Gigyf2,10
Ndufa10_1,10
Rnpepl1_1,10
Mterf4,10
Ppp1r7,10
Stk25_1,10
Atg4b_1,10
Dtymk_1,10
Ing5,10
Dgkd_1,10
Mlph,10
Scly,10
Ilkap,10
Asb1,10
Cln8,10
Tnfrsf11a,4
Ubxn4,10
Mcm6,10
Dars1,10
Rgs18,10
Tsn,10
Nifk,10
Dbi_1,10
Nek7_1,10
Cd55_1,10
Ddx59,10
Csrp1,10
Rab29_1,10
Cyb5r1,10
Adipor1_1,10
Gene_4,10
Tor1aip1_1,10
Xpr1,10
Stx6,10
Lamc1,10
Ncf2_1,10
Rgl1,10
Ahctf1_1,10
Tfb2m,10
Efcab2,10
Parp1,10
Acbd3,10
Cox20,10
Desi2,10
Sdccag8,10
Srp9_1,10
Nvl,10
Pycr2,10
Fh1_1,10
Dusp23,10
Slamf9,10
Copa_1,10
Mpc2,10
Dcaf6_1,10
Atp1b1,10
Ccdc181,10
Iars2,10
Pacc1,10
Hspa14,10
Fam107b,10
Fcgr2b_1,10
Sephs1,10
Atf6,10
Phyh,10
Aldh9a1,10
Mgst3,10
Mettl13,10
Pigc,10
Rabgap1l_1,10
Rabgap1l_2,10
Rsu1_1,10
Vim_1,10
Psmb7,10
Ppp6c,10
Il2ra,10
Yme1l1,10
Prkcq_1,10
Acbd5_1,10
Niban2,10
Med27,10
Fpgs,10
Dpm2,10
Ptges2,10
Gpd2,10
Ralgds,10
Cytip,10
Abl1,10
Tor1a,10
BC005624,10
Crat,10
Psmd5,10
Traf1_1,10
Rab14,10
Stom,10
Mrrf,10
Rbm18_1,10
Psmd14,10
Strbp_1,10
Notch1,10
Card9_1,10
Dnlz_1,10
Nacc2,10
Fcna,10
Dpp7,10
Arl6ip6,10
Anapc2,10
Ssna1_1,10
Rbms1,10
Arrdc1,10
Zmynd19,10
Dapl1,10
Nckap1,10
Dnajc10,10
Ube2e3,10
Hat1,10
Cers6,10
Gorasp2,10
Mtx2_1,10
Itga6_1,10
Rapgef4,10
Emc4,10
Katnbl1,10
Nop10,10
Lpcat4_1,10
Ccdc34,10
Lin7c,10
Commd9,10
Eif3m,10
Hipk3,10
Nat10,10
Cat,10
Pamr1,10
Api5,10
Ext2,10
Dph6,10
Cd82_1,10
Syt13,10
Creb3l1,10
Dgkz_1,10
Eif3j1,10
Pdia3,10
Arfgap2,10
Ubr1,10
Vps39,10
Ehd4,10
Ubox5,10
Rtf1,10
Chac1,10
Atrn_1,10
Knl1,10
Cdc25b_1,10
Smox_1,10
Ivd,10
Rassf2_1,10
Pcna,10
Gpcpd1,10
Fam98b,10
Bmp2,10
Hdc_1,10
Sppl2a,10
Dusp2,10
Mall,10
Il1b,10
Idh3b_1,10
Vps16_1,10
Snx5,10
Polr3f,10
Xrn2,10
Gzf1,10
Cst3,10
Acss1,10
Nsfl1c,10
Sdcbp2,10
Tbc1d20,10
Pdrg1,10
Kif3b,10
Mapre1,10
Fam210b,10
Rtf2_1,10
Rae1,10
Rbm38_1,10
Zbp1,10
Rab22a_1,10
Fabp5,10
Ptpn1,10
Car2_1,10
Psma7,10
Ogfr,10
Gid8,10
Armc1,10
Itch_1,10
Map1lc3a,10
Acss2,10
Eif6,10
Nfs1,10
Rab5if,10
Ctnnbl1,10
Zmat3,10
Zfp639,10
Ocstamp,10
Actl6a,10
Sec62,10
Anxa5_1,10
Exosc9,10
Ccna2,10
Naa15,10
Gene_5,10
Exosc8_1,10
Dhx36,10
Mfsd1,10
Kpna4_1,10
Ppm1l,10
Nmd3_1,10
Ppid,10
Serp1,10
Gmps,10
Vmn2r1,10
Ssr3,10
Veph1,10
Serpini1,10
Pdcd10_1,10
Ptpn22_1,10
Hipk1_1,10
Nras,10
Sike1_1,10
Tspan2,10
Sec22b_1,10
Slc25a24,10
Prpf38b_1,10
S100a11,10
Ints3,10
Jtb,10
Tpm3_1,10
Gene_6,10
Slc50a1,10
Mfsd14a,10
Sass6_1,10
Larp7,10
Prss12,10
Hadh,10
Tlr2,10
Mcub,10
Casp6,10
Pla2g12a,10
Ppa2,10
Ctso,10
Ints12,10
Aimp1,10
Dkk2,10
Papss1,10
Adam15_1,10
Scamp3_1,10
Rit1_1,10
Khdc4,10
Lamtor2,10
Lmna_1,10
Gpatch4,10
Naxe,10
Sh2d2a,10
Rps3a1,10
Gatb,10
Fmo5_1,10
Chd1l,10
Rnf115_1,10
Polr3c,10
Fcgr1,10
Ecm1_1,10
Mettl14,10
Bcar3,10
Gclm_1,10
Cnn3_1,10
Snx27,10
Mrpl9,10
Rap1gds1,10
Eif4e_1,10
Metap1,10
Dapp1,10
Manba,10
Cisd2,10
Rpf1,10
Bcl10,10
Trp53inp1,10
Pip4p2,10
Decr1,10
Nbn,10
Cpne3,10
Ubxn2b,10
Coq3,10
Nsmaf,10
Sdcbp_1,10
Tstd3,10
Gtf2b,10
Pdlim5,10
Rnf20,10
Exosc3,10
Abca1,10
Xpa,10
Ncbp1_1,10
Trmo,10
Nans_1,10
Erp44,10
Invs,10
Txn1,10
Ptgr1,10
Ugcg,10
Ptbp3_1,10
Hsdl2,10
Snx30,10
Alad,10
Pole3,10
Dmac1,10
Zdhhc21_1,10
Smu1,10
Dnaja1,10
Aptx_1,10
B4galt1,10
Bag1_1,10
Tmem38b,10
Chmp5,10
Nfx1_1,10
Rad23b,10
Nol6,10
Elp1_1,10
Ubap2_1,10
Dcaf12,10
Nudt2,10
Dctn3,10
Vcp,10
Ccdc107,10
Tpm1_1,10
Tln1,10
Glipr2_1,10
Psip1_1,10
Bend5_1,10
Eps15_1,10
Rnf11_1,10
Txndc12,10
Pum1,10
Cc2d1b_1,10
Tnfrsf1b,10
Scp2_1,10
Cpt2,10
Magoh,10
Tmem59,10
Mrpl37,10
Ssbp3_1,10
Ctps1,10
Svbp,10
Ermap,10
Rragc,10
Mycbp,10
Ndufs5,10
Ppie,10
Ppt1,10
Eloa,10
Hmgcl,10
Fuca1_1,10
Pnrc2,10
Urod,10
Toe1,10
Akr1a1,10
Nasp_1,10
Gpbp1l1,10
Lrrc41,10
Mob3c,10
Tal1,10
Cmpk1,10
Ebna1bp2_1,10
Capzb_1,10
Pink1_1,10
Ddost,10
Ptpn12,10
Pef1,10
Ptp4a2_1,10
Rcan3,10
Zbtb8a,10
Syf2,10
Sfpq_1,10
Tmem50a,10
Maco1,10
Stmn1,10
Ncdn,10
Psmb2,10
Extl1_1,10
Zfp593,10
Sh3bgrl3_1,10
Trappc3,10
Gpatch3,10
Nudc,10
Slc9a1,10
Csf3r_1,10
Mrps15,10
Gnl2_1,10
Pclo,10
Fam76a,10
Stx12,10
Ppp1r8,10
Smpdl3b,10
Sesn2,10
Taf12,10
Sf3a3,10
Utp11_1,10
Mecr,10
Casp9,10
Fbxo42,10
Necap2,10
Padi2,10
Rheb,10
Abcf2,10
Vamp3_1,10
Tmub1,10
Park7,10
Cdk5_1,10
Dffa_1,10
Ctnnbip1,10
Hycc1,10
Tomm7,10
Draxin,10
Agtrap,10
Orc5_1,10
Pmpcb,10
Lrrc47,10
Wrap73,10
Tprg1l,10
Ints11,10
Atad3a,10
Ssu72_1,10
Rer1,10
Rbm33_1,10
Prkcz_1,10
Prxl2b,10
Mrpl20_1,10
Ccnl2_1,10
Cptp,10
Tnfrsf4,10
Cd38,10
Trmt44,10
Lrpap1_1,10
Rnf4,10
Nelfa,10
Man2b2,10
Stx18_1,10
Fosl2,10
Rbks,10
Mrpl33,10
Snx17,10
Ppm1g,10
Nrbp1,10
Ociad1,10
Emilin1,10
Dhx15,10
Fam114a1,10
Pi4k2b,10
D5Ertd579e_1,10
Tada2b,10
Grpel1,10
Ugdh,10
Rhoh_1,10
Srd5a3_1,10
Tmem165,10
Polr2b,10
Dr1,10
Dipk1a_1,10
Gbp9,10
Abcg3,10
Nudt9,10
Hsd17b11,10
Coq2,10
Cds1,10
Antxr2,10
Tfip11,10
Tesc,10
Wsb2,10
Dck,10
Pf4,10
Eif2b1,10
Cdk2ap1_1,10
Mphosph9,10
Rilpl2_1,10
Snrnp35,10
Arl6ip4_1,10
Abcb9_1,10
Sdad1,10
Gene_7,10
Scarb2_1,10
Ran,10
Vps33a,10
Psph,10
Rhof,10
Aldh2_1,10
Brap_1,10
Anapc7,10
Atp2a2,10
Rnf34,10
Kdm2b,10
Aacs,10
Ankle2,10
Golga3_1,10
Ddx51,10
Ulk1,10
Rab35,10
Triap1,10
Srsf9,10
Acads,10
Sppl3,10
Mrm2,10
2210016L21Rik,10
Oasl1,10
Oasl2_1,10
Lfng,10
Tmem106b,10
Mmab,10
Zfp513,10
Usp30,10
Plbd2,10
Ddx54_1,10
Dtx1_1,10
Aimp2_1,10
Rpl6,10
Ccz1_1,10
Arpc1a,10
Pdap1_1,10
Ptcd1,10
Zkscan14,10
Pomp_1,10
Gng11,10
Bcl7b,10
Wasl,10
Cul1_1,10
Gnb2_1,10
Gigyf1,10
Pop7,10
Agfg2_1,10
Ppp1r35,10
Mepce,10
Asns,10
Hibadh,10
Nt5c3_1,10
Avl9,10
Herc6_1,10
Mtpn,10
Casp2,10
Gstk1,10
Ccdc184,10
Clec5a,10
Mrps33_1,10
Mkrn1_1,10
Pcyox1,10
Dusp11_1,10
Cct7_1,10
Zfp638_1,10
Fbxl14,10
Wbp1,10
Mogs,10
Mrpl19,10
Gp9,10
Hmces,10
Rpn1_1,10
Eif4e3,10
Gxylt2,10
Ruvbl1,10
Sec61a1,10
Abtb1_1,10
Xpc,10
Tmem43,10
Slc6a6,10
Sumf1,10
Bhlhe40,10
Arl8b,10
Usp18,10
Ptms_1,10
Lag3,10
Cops7a,10
Tuba8,10
Bms1,10
Vmn2r26,10
Clec2d,10
Gabarapl1,10
Adipor2,10
Klra2,10
Ybx3_1,10
Lrp6_1,10
Ddx47,10
Atf7ip_1,10
Plbd1,10
Arhgdib_1,10
Aebp2,10
Golt1b,10
Bhlhe41,10
Thumpd3_1,10
Kras,10
Camk1,10
Tada3_1,10
Etnk1,10
Cmas_1,10
St8sia1,10
Emc3,10
Ints13_1,10
Sec13,10
Ccdc91,10
Atg7,10
Slc2a3,10
Necap1,10
Mrpl51_1,10
Cd27,10
Vamp1_1,10
Ltbr,10
Tnfrsf1a,10
Cd9_1,10
D6Wsu163e,10
Fkbp4,10
Mark2,10
Vasp,10
Qpctl,10
Pglyrp1,10
Pop4,10
Rpl28_1,10
Zfp773_1,10
Siglece,10
Prmt3,10
Mphosph10,10
Mtmr10,10
Ctsc_1,10
Zfp84,10
Zscan26,10
Psmc4_1,10
Mrpl46,10
Tmem126b,10
Fah,10
Ndufc2_1,10
Arl6ip1,10
Smg1,10
Xylt1,10
Nucb2,10
Ipo5_1,10
1110004F10Rik_1,10
Pde3b,10
Qprt,10
Maz_1,10
Kctd13,10
Stard10,10
Aldoa,10
Ppp4c,10
Coro1a_1,10
Sgf29_1,10
Nupr1,10
Ppme1,10
Pold3,10
Eif3c,10
Rps3_1,10
Il21r,10
Dgat2,10
Il4ra_1,10
Nsmce1,10
Psma1,10
Thap12,10
Copb1,10
Il4i1,10
Acer3,10
Itgax,10
Pycard_1,10
Kat8,10
Vkorc1_1,10
Stx4a_1,10
Phkg2_1,10
Bax_1,10
Nucb1_1,10
Nomo1,10
Sergef_1,10
Lamtor1,10
Rgs10,10
Bag3,10
Dctn5,10
Ubfd1,10
Ears2,10
Gga2_1,10
Mettl9,10
Cdr2,10
Uqcrc2,10
Rrp8,10
Ilk,10
Tpp1,10
Tha1,10
Thumpd1,10
Bccip,10
Rrm1_1,10
Stim1,10
Mki67,10
Atp6ap2,10
Swap70,10
Tmem9b,10
Akip1,10
Eif3f,10
Rp2,10
Cdk16,10
Usp11,10
LTO1,10
Fadd,10
Cttn,10
Il13ra1,10
Sash3,10
Elf4,10
Slc9a9,10
Ccdc22,10
Prickle3,10
Plp2,10
Praf2,10
Otud5_1,10
Pim2,10
Pqbp1_1,10
Timm17b_1,10
Was_1,10
Wdr13,10
Ebp,10
Ftsj1,10
Dynlt3,10
Vbp1,10
Fundc2_1,10
Cmc4,10
Ophn1_1,10
Igbp1,10
Pbdc1,10
Cox7b_1,10
Magt1,10
Hmgn5,10
Sh3bgrl,10
Cstf2,10
Xkrx,10
Btk,10
Pdha1,10
Il2rg,10
Map3k15,10
Rps6ka3,10
Nono,10
Rps4x,10
Abcb7,10
Cetn2_1,10
Nsdhl,10
Rbbp7_1,10
Syap1,10
Haus7,10
Car5b,10
Hcfc1_1,10
Naa10_1,10
Mpp1_1,10
Dkc1,10
Plp1_1,10
Psmd10_1,10
Prps1,10
Lamp1,10
Agpat5,10
Vps36,10
Slc25a15,10
Erlin2,10
Brf2,10
Eif4ebp1_1,10
Rab20,10
Leprotl1,10
Eri1,10
Tnks,10
Saraf,10
Mrps31,10
Smim19,10
Polb_1,10
Gins4,10
Tm2d2,10
Ddhd2,10
Star,10
Mak16,10
Wrn,10
Gsr,10
Frg1,10
Klhl2,10
Galnt7,10
Sap30,10
Scrg1,10
Hpgd,10
Irf2_1,10
Acsl1,10
Slc25a4,10
N4bp1,10
Brd7,10
Snx20_1,10
Eif2ak3,10
Gins3,10
Got2,10
Man2b1_1,10
Vps35,10
Dnaja2,10
Itfg1,10
Lonp2_1,10
Zfp330,10
Gab1,10
Txnl4b,10
Ist1_1,10
Ap1g1_1,10
Phlpp2,10
Vac14,10
St3gal2,10
Cog4,10
Nudt21,10
Mt1,10
Herpud1,10
Psme3ip1,10
Arl2bp,10
Coq9,10
Katnb1,10
Tmem38a,10
Usb1,10
Pgls_1,10
Map1lc3b_1,10
Mvb12a_1,10
Cox4i1,10
Emc8,10
Gse1,10
Zdhhc7,10
Cotl1,10
Klhl36,10
Pik3r2,10
Hsbp1_1,10
Mphosph6,10
Bco1,10
Lsm4_1,10
Atp13a1_1,10
Cmtm3,10
Rrad,10
Tradd,10
Psmb10_1,10
Vps4a,10
Cog8_1,10
Nip7,10
Cyb5b,10
Med17,10
Kars1,10
Gabarapl2_1,10
Tmem170,10
Cfdp1,10
Wdr59,10
Aars1,10
Urb2,10
Galnt2,10
Cog2,10
2310022B05Rik,10
2810004N23Rik,10
Gnpat_1,10
Sprtn,10
Egln1,10
Vps26b,10
St14,10
Dcun1d5_1,10
Nectin1,10
Rexo2,10
Nxpe2,10
Ets1,10
St3gal4,10
Dcps,10
Srpr,10
Rpusd4,10
Acat1,10
Dlat,10
Pts,10
Il10ra,10
Cd3d,10
Arcn1,10
Pus3,10
Vps11,10
Pin1,10
Polr2m_1,10
Rab27a,10
Rsl24d1,10
Nedd4,10
Ccnb2,10
Myo1e,10
Mns1,10
Fam81a,10
Anxa2,10
Ice2,10
Rp9,10
Fem1b,10
Cln6,10
Phip_1,10
Tent5a,10
Acsbg1,10
Imp3,10
Ptpn9,10
Pkm,10
Ireb2_1,10
1700017B05Rik,10
Psma4,10
Mpi,10
Csk_1,10
Etfa,10
Cyp11a1,10
Tspan3,10
Hmg20a,10
Cox7a2,10
Stoml1,10
Elovl5,10
Gclc,10
Mcrip1,10
Ctsh_1,10
Map2k5,10
Zic1,10
Dapk2,10
Ciao2a,10
Snx1,10
Ppib_1,10
Csnk1g1,10
Spg21,10
Dpp8,10
Tipin,10
Snapc5,10
Rpl4,10
Smad3,10
Atr,10
Tfdp2_1,10
Atp1b3,10
Rasa2,10
Tbx18,10
Nt5e,10
Cmtm6,10
Cmtm7,10
Stt3b,10
Slc25a36,10
Copb2,10
Mrps22,10
Pik3cb_1,10
Armc8,10
Mras,10
Ngp,10
Lrrc2,10
Pdcd6ip_1,10
Fbxl2_1,10
Myd88,10
Gorasp1,10
Csrnp1,10
Rpsa_1,10
Slc25a38,10
Nktr,10
Vipr1,10
Abhd5_1,10
Slco2a1,10
1110059G10Rik,10
Rab6b,10
Srprb,10
Trf_1,10
Topbp1_1,10
Uba5,10
Dnajc13,10
Nudt16,10
Mapkapk3,10
Mon1a,10
Ip6k1_1,10
Nckipsd,10
Prkar2a,10
Slc25a20_1,10
Amt,10
Usp4_1,10
Armc7,10
Rab24_1,10
Igtp,10
Dctpp1,10
Marchf3_1,10
Hps4,10
Degs1,10
Atp6v1g1,10
Spib,10
Qsox1_1,10
Snapc4_1,10
Ate1,10
Chchd5,10
Cdv3,10
Hnrnpf_1,10
Oscp1,10
Otud7b,10
Pik3r1_1,10
Phf2,10
Acbd6_1,10
Pkd1_1,10
Fbxo21,10
Sppl2b_1,10
Ascc3,10
Ccar2_1,10
Bmp2k_1,10
Atg12,10
Lrrc17,10
Eipr1_1,10
Vhl,10
Prpf18,10
Akna,10
Brk1,10
Cd2bp2_1,10
Lsm7,10
Dnttip2,10
Mon1b,10
Oma1,10
Fgl2,10
Nfatc1_1,10
Calhm2,10
Zdhhc5,10
Rassf4,10
Npat,10
Zcwpw1_1,10
Tmem127,10
Bloc1s5,10
Slc7a6os,10
Exoc3_1,10
Ccl5,10
Rpl21_1,10
Txndc5,10
Klhl42,10
Ccdc93_1,10
Gsap,10
Zfc3h1,10
Hsdl1,10
Rubcnl,10
Gmip_1,10
Gngt2_1,10
Mrps35_1,10
Eif4h_1,10
Parp2,10
Cops8,10
Ipo13_1,10
Pi4ka_1,10
Zc3h12a,10
Slc35d1,10
Ccdc92,10
Poglut1,10
Fbxl8,10
Fem1c,10
Ctdp1_1,10
C030006K11Rik,10
Pmepa1,10
Chst2,10
R3hdm1_1,10
Zfhx2,10
Prkx,10
BC028528,10
Tagap,10
Chsy1,10
Phb1_1,10
Atp6v0b,10
Chmp7,10
Gene_8,10
Spg11,10
Ccdc32,10
Rsbn1l,10
Atp1a1,10
Prkar2b_2,10
Ubac1_1,10
Fam117b,10
Arl5a,10
Appl1,10
Tmem51,10
Bahd1,10
Pank1,10
Stard8,10
Hacd3,10
Coil,10
Thap3,10
Prrc2b_1,10
Prex1,10
Fkbpl,10
Gadd45gip1,10
Washc2,10
Eif4ebp3,10
Plekhj1_1,10
Efhd2,10
Cog5_1,10
Wipi2_1,10
Klf9,10
Rnf139,10
Ephx1,10
Trmt12,10
Pebp1,10
9530068E07Rik,10
Gm9762,10
Ncaph2,10
Ndufb7_1,10
Clip2,10
Rps29,10
Ripk2,10
Atp13a2_1,10
Atp5mf_1,10
Slc25a37_1,10
Ankhd1_1,10
Clic4,10
Med30,10
Gtf3c4,10
Eri3,10
Setd7,10
Lyl1,10
Hook3_1,10
Metap1d,10
Ccs,10
Zfp623,10
Fam91a1,10
Mars1_1,10
Ythdf1,10
Abhd2_1,10
Skp1,10
Pramel12,10
Sorcs2,10
Blvrb_1,10
Tmed8,10
Rnf44,10
Leng8_1,10
Wipf2,10
Agpat1_1,10
Immp1l,10
Fam117a,10
Rnf167,10
Dennd6a,10
Hgsnat_1,10
Zc3h7a_1,10
Rab3gap1_1,10
Mfhas1,10
Tkfc,10
Tm7sf3,10
Hnrnpu_1,10
Dido1_1,10
Srsf3_1,10
Ccdc174,10
Gmppa,10
Gnaz,10
Ldlrap1,10
Fgfr1op2_1,10
Zfand1,10
Ubald1_1,10
Snx2,10
Poglut3,10
Atp6v0a2,10
Heca,10
Tmem177,10
Rigi_1,10
Ssh2_1,10
Rmi2,10
Msl1_1,10
Cd81,10
Mcl1,10
Uvrag,10
Ccpg1_1,10
Ensa_1,10
Tram2,10
Dnajc16,10
Gpi1_1,10
Slfn2,10
Lpp,10
Ggact,10
Sde2,10
Fn3krp,10
Hrh2_1,10
Cited2,10
Ankrd12,10
Tmem109,10
Isg20_1,10
Pbx2,10
Mif,10
Atad2_1,10
Slfn9,10
Stxbp5,10
Ackr1_1,10
Tmx4,10
Gpsm3,10
Mylip,10
Dexi,10
Dusp5,10
Ctu1,10
Bub1b,10
Ube2q1_1,10
Mgat5,10
Id1,10
Btg1,10
Cpsf7,10
Ythdc1_1,5
Washc4,10
Parp12,10
Lsm1,10
Irf2bpl,10
Txndc11,10
Pdk2,10
Rpp25l,10
Dnajc17,10
Myl12b_1,10
Exosc2,10
Sidt2_1,10
Bag4,10
Ly6g6f,10
1700123O20Rik,10
Ppp1r21_1,10
Coro7_1,10
Klf16,10
Hnrnpl_1,10
Dhx29,10
H2-M3,10
Tlk1_1,10
Mrps2,10
Mboat7_1,10
Ypel3_1,10
Mpv17l2,10
Zfp91,10
Gene_9,10
Kri1_1,10
Anapc13_1,10
Rrp12,10
Fhl3,10
Kcna2,10
Ppp1r9b_1,10
Ap5z1,10
Ufl1,10
Rfwd3,10
Gde1,10
Dpp9,10
Gimap3,10
1110059E24Rik,10
Cd53,10
Emp3,10
Dennd4a_1,10
Rcc2,10
Cnot3_1,10
Pbxip1,10
Phlda3,10
Gnptg,10
Trp53rka,10
Ssx2ip,10
Zfp472,10
Dock5,10
Dhx8,10
Cept1,10
Phpt1_1,10
Galm,10
Ibtk,10
2610008E11Rik,10
Atg5,10
Mcph1,10
Pde4a,10
Ntrk3,10
Ltn1,10
Zswim4,10
Zc3h12d,10
Gtf2h5_1,10
Egln3,10
Apobr,10
Tubgcp4,10
Polr3k,10
Trmt6,10
Arhgap18_1,10
Thbs1,10
Zfp51,10
Tmem106a,10
Snrnp25,10
Dym,10
Acta2,10
Cbr1,10
Cox8a,10
Chd6,10
Acaa1a_1,10
Gucd1_1,10
Ubac2,10
Zmym5_1,10
Aldh4a1,10
Golgb1,7
Prorsd1,10
Tigar,10
Sufu,10
Dusp8,10
Slc41a2,10
Slc12a9,10
Alkbh3,10
Ube2r2_1,10
Ptpn23,10
Hyal3,9
Tlr13,10
Polr2f_1,10
Specc1l,10
Chst11,10
Secisbp2,10
Nup43,10
Rorb,10
Cox6a1,10
C1galt1,10
Mat2b,10
Atxn2l_1,10
Tyw1,10
Ddx19b,10
Spidr,10
Macrod1,10
Slc25a23_1,10
BC031181,10
Marchf9,10
Bcdin3d,10
Rbm17,10
Trmt10a,10
Gns_1,10
Rcsd1_1,10
Tmem258,10
Pitpnc1,10
Cc2d1a_1,10
Ppp1r11_1,10
Ddx19a,10
Coq5,10
Cd59a,10
Rnasek_1,10
Vat1,10
Tbcc,10
Calm2,10
Thap11,10
Hif1an,10
Primpol,10
Gcsh,10
Fam13b_1,10
Irs2,10
Eif3l,10
Coa8,10
Smim14_1,10
Batf,10
Rnf10_1,10
Rundc1,10
Zc3h10,10
Heatr5a_1,10
Gene_10,10
Agl_1,10
Lsm3_1,10
P2ry13,10
Bicral,10
H2-Aa_1,10
Bphl,10
Osbpl2,10
Ankrd54,10
Eepd1,10
Tax1bp3_1,10
Cnst,10
Mustn1,10
Ostm1_1,10
Amdhd2,10
Tmed10_1,10
Fermt3_1,10
Ankrd13c,10
Dpm3,10
H2-Ab1,10
Edem2,10
Chchd4,10
Oxsr1,10
Cluap1,10
Krtcap2_1,10
H1f2,10
Rps27l,10
Nudt19_1,10
Vps37b,10
Capn5,10
Utp15,10
Prkrip1_1,10
Nek9,10
Tfb1m_1,10
Fntb,10
Ccdc9_1,10
Ipo9,10
H2az1_1,10
Lnpep,10
Orai2,10
Acaa2,10
Trpc4ap_1,10
Myo1d,10
Creb3l2,10
Ttc7_1,10
Sem1,10
Ss18l1,10
Elac1,10
Rab8b,10
Nol12_1,10
Abhd4,10
Aaas,10
Cnppd1_1,10
Psme4,10
Acad12,10
Churc1_1,10
Plekhm1,10
Trim37,10
Zbed4,10
Paip2_1,10
Ammecr1,10
Scd1,10
Lrg1,10
Mavs,10
Nop14,10
Polr2j,10
Manea,10
Fcsk,10
Arhgap27,10
Herc3,10
Becn1_1,10
Sesn1,10
Srxn1,10
Aagab,10
Mvb12b_1,10
Ift172,10
Gga1_1,10
Gas7,10
Pdxk,10
Sdk2,10
Tap1_1,10
Gtf3c3,10
Ankmy2_1,10
Pcif1_1,10
Usp22,10
Nudt22,10
Tbc1d2b_1,10
Dync1li2,10
Abt1,10
Iqce_1,10
Lmtk2,10
Psen1,10
Pyroxd1,10
Gmds,10
Fam174c,10
Tm6sf1_1,10
Cib2,10
Gm49336,10
Commd2_1,10
Cdc42bpb_1,10
Tmem135,10
Akap7_1,10
Dicer1_1,10
Sf3b3,10
Hectd1,10
Ptpa,10
Alx4,10
C3ar1,10
Ppp1r15a_1,10
Ssbp2,10
Stx18_2,10
Noc4l,10
Mrps28,10
Mgat4a,10
Ramac,10
Mrps17,10
Wdr5b,10
Naip6,10
Eef1a1,10
Rmnd1_1,10
Dhrs7b_1,10
Asb13,10
Trafd1_1,10
Ctnna1,10
Man1b1,10
Fbl,10
Psmf1_1,10
Cfap68_1,10
Vps25,10
Ccdc115,10
Hdlbp_1,10
Kin,10
Pwp2,10
Slc43a2,10
Ghitm_1,10
Topors,10
Cfap68_2,10
6430571L13Rik,10
Dhx38,10
Inhba,10
Hectd4,10
Ttyh3_1,10
Mzt1,10
Parp14,10
Mxd4,10
Atpsckmt,10
Smim3,10
Usp38,10
Rbm42_1,10
Fbxo45,10
Pgap4,10
Rbm48,10
Ppm1k,10
Neurl2,10
Zbtb1,10
Herc1,10
Uqcrfs1,10
Fam210a,10
Sirt6_1,10
Sec23ip,10
Arap3_1,10
Kcnj2,10
Arl5c,10
Cebpa,10
Atg14,10
Serbp1_1,10
Tmco4,10
Chst12,10
Sema7a,10
Cyth4_1,10
Fau_1,10
Pnpla8_1,10
Alg12,10
Gadd45a,10
Fbxo34,10
Ncoa6,10
Gng12,10
Grap2,10
Acsl5,10
Utp6,10
Aqr,10
Ces2g,10
Smap2,10
Rac2_1,10
Rcbtb1,10
Tiprl,10
Trp53inp2,10
Pde3a,10
Hnrnpk,10
Wdtc1,10
Arhgap45_1,10
Serpina3g,10
Dnajc12,10
Tada3_2,10
St8sia4_1,10
Sft2d2,10
Dph5,10
Smarca5,10
Tmem120a,10
Asprv1,10
Dennd3,10
Tapbpl,10
Fchsd1_1,10
Bcor_1,10
Reep2,10
Ice1,10
Hdac3,10
Pvr,10
Ripor1,10
Ankib1_1,10
Serpinb6a_2,10
Tubb4b,10
Gna11,10
Ric1,10
Zyg11b,10
Med13,10
Mrpl12,10
Atp5mg_1,10
Tubg1,10
Rhbdd2_1,10
Lgals3bp_1,10
Abcf1,10
Upf3a,10
Jakmip1_1,10
Pkn2,10
Nudt15,10
Fig4,10
F11r,10
Lasp1,10
Ncapd2_1,10
Cdc123_1,10
Mpst_1,10
Rpl22l1_1,10
Polr2l,10
Lrrn3,10
Zfhx3,10
Rhot2,10
Psenen_1,10
Mrps34_1,10
Shfl,10
Ints9,10
Zfp653,10
Atp5pd,10
Ostc,10
Plcl2,10
Actr1b,10
Cdc16,10
Mrpl47,10
Lin37_1,10
Edc3_1,10
Oxld1,10
Camk1d,10
Fkbp1a,10
Timm8b,10
Shprh,10
Mul1,10
Cd209c,10
Dapk1,10
Psmd7,10
Rras,10
Ago2,10
Zscan2,10
Chst7,10
Alg2,10
Hid1,10
Ubash3b,10
Nop53_1,10
Cdc40_1,10
Senp1,10
Nop2,10
Sart1_1,10
Alkbh5,10
Chmp4b,10
Grm1,10
Cerk_1,10
Selenow,10
Rfxap_1,10
Aldh1b1,10
Lpar6,10
Npepl1_1,10
