X,HN,APOE,ID,Treatment,Genotype,Sex,Age,Age_Cat,Diet,Stage,Trial,Distance,Time.freezing,Time.mobile,Object1_head.entries,Object1_head.time,Obj1_RI,Object1_latency.to.first.entry,Object1_time.mobile,Object1_time.immobile,Object1...in.zone.oriented.to.centre,Object1_time.freezing,Object2_head.entries,Object2_head.time,Obj2_RI,Object2_latency.to.first.entry,Object2_time.mobile,Object2_time.immobile,Object2...in.zone.oriented.to.centre,Object2_time.freezing,Object3_head.entries,Object3.headtime,Object3_latency.to.first.entry,Object3...in.zone.oriented.to.centre,Object4_head.entries,Object4.headtime,Object4_latency.to.first.entry,Object4...in.zone.oriented.to.centre,Outerzone_head.entries,Outerzone.headtime,Outerzone.distance,Outerzone_latency.to.first.entry,Outerzone_average.speed,Outerzone_time.mobile,Outerzone_time.immobile,Outerzone_time.freezing,Centerzone_head.entries,Centerzone_head.time,Centerzone_distance,Centerzone_latency.to.first.entry,Centerzone_average.speed,Centerzone_time.mobile,Centerzone_time.immobile,Centerzone.time.freezing,Object1Center...head.time.oriented.towards,Object2Center...head.time.oriented.towards,Total_time,Tracked_time,Percentage_time_center,Percentage_time_outerzone
5809,1,APOE3,220307_1,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,3,2.775,45.2,48.5,2,2.9,1,65.2,2.9,0,2.3,0,0,0,0,NA,0,0,0,0,2,2.6,0,1.1,0,0,NA,0,10,102.8,2.209,3.1,0.02,38.3,71.5,45.2,4,3.7,0.082,0,0.041,2,0,0,13.2,12.8,93.7,157,1.27388535,24.39490446
5810,1,APOE3,220307_2,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,3,1.805,51.9,33.6,0,0,0,NA,0,0,0,0,9,20.6,1,16.3,2.7,17.9,9.5,9.2,4,3.2,12,1.7,1,1.9,20.9,0.5,16,54.4,0.186,2.7,0.004,3.4,45.2,31.7,12,10.6,0.275,0,0.063,4.4,0,0,NA,NA,85.5,84.7,5.194805195,4.014167651
5811,1,APOE3,220307_4,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,3,2.071,59.3,34.8,0,0,0,NA,0,0,0,0,2,3.2,1,1.5,3.2,0,1.3,0,2,1.9,9.8,1.9,1,0.6,0.5,0.5,9,102.7,1.613,4,0.015,24.9,85.2,59.3,4,4.1,0.184,0,0.052,3.6,0,0,NA,NA,94.1,173,2.080924855,14.39306358
5812,1,APOE3,220307_5,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,3,3.495,32.5,61.4,2,2.7,0.6,34.8,1.6,1.1,0.4,0,2,1.8,0.4,15.9,1.8,0,0,0,3,2.2,0,0.5,6,8.3,8.6,2.1,20,71,1.377,2.3,0.03,30.5,14.8,5.9,5,14.5,0.495,0,0.054,9.2,0,0,NA,NA,93.9,60.4,15.23178808,50.49668874
5813,1,APOE2,220307_6,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Dilutions,3,1.636,33.4,35.9,0,0,0,NA,0,0,0,0,7,3.5,1,42.8,0.8,2.7,3.1,0,0,0,NA,0,1,0.6,0.8,0.3,11,47.6,1.302,2.2,0.018,26.7,46.9,15.7,1,0.4,0,0,0,1.8,0,0,30,43.5,69.3,91.1,1.975850714,29.30845225
5814,1,APOE2,220307_7,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Dilutions,3,0.567,65.3,17.4,1,0.8,0.5714286,2.2,0,0.8,0.8,0,2,0.6,0.4285714,0,0.6,0,0,0,16,14.2,16.3,4.7,0,0,NA,0,12,21.7,0.057,29.4,0.012,1.2,3.5,0,1,8,0.187,0,0.019,7.7,2.3,0,NA,NA,82.7,14.7,52.38095238,8.163265306
5815,1,APOE2,220307_8,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Dilutions,3,1.971,60.8,32.7,3,3,0.5769231,5.5,3,0,2.1,0,1,2.2,0.4230769,0,2.2,0,1.3,0,1,2.1,2.3,1.2,4,3.3,6.3,2.4,13,81.3,1.743,9.6,0.016,24.6,84.1,60.8,4,10.1,0.132,0,0.014,6.2,3,0,NA,NA,93.5,178.7,3.469501959,13.76608842
5816,1,APOE2,220307_9,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,3,3.19,38.2,48.5,2,1.4,0.2978723,1,1.4,0,0.9,0,4,3.3,0.7021277,0.6,2.2,1.1,2.1,0,7,1.8,0,0.8,2,1.1,74.7,0.4,33,52.9,1.564,2.5,0.02,25.8,52.9,30.7,5,4.8,0.156,0,0.05,3.1,0,0,NA,NA,86.7,112.5,2.755555556,22.93333333
5817,1,APOE2,220307_10,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,3,0.292,73.6,5.8,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,3,117.4,0.226,0.9,0.002,4.9,114.2,73.6,0,0,0.031,0,0.059,0.5,0,0,30.8,75.8,79.4,193.2,0.258799172,2.536231884
5818,1,APOE2,220307_11,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,3,2.069,46.9,42.8,1,1.7,0.1827957,107.6,1.7,0,0.7,0,6,7.6,0.8172043,0.6,2.7,5,7.4,4.2,2,2,12.9,1.4,4,1.4,59.6,0.5,17,57.1,0.917,3.3,0.016,18.4,37.8,23.1,4,6.9,0.06,0,0.018,3.3,0,0,NA,NA,89.7,82.6,3.995157385,22.27602906
5819,1,APOE2,220307_12,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,3,2.538,46.5,43.4,2,1.7,0.4594595,0,1.7,0,1.2,0,3,2,0.5405405,115.4,1.5,0.5,0.6,0,0,0,NA,0,1,0.4,1.3,0,19,80.2,2.233,2.2,0.024,38,56.8,34,5,2.7,0.078,0,0.041,1.9,0,0,NA,NA,89.9,130.7,1.453710788,29.07421576
5820,1,APOE2,220307_13,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,3,0.681,93.1,13.4,2,0.2,1,7.5,0.2,0,0.2,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,7,110.9,0.536,1.4,0.005,11.8,106.5,93.1,0,0,0.08,0,0.075,1.1,0,0,NA,NA,106.5,212.5,0.517647059,5.552941176
5821,1,APOE3,220307_14,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,3,1.032,28.3,31,3,2.1,0.1039604,2.4,2.1,0,1.8,0,9,18.1,0.8960396,7.1,3.9,14.1,13.3,8.3,3,2,37,0.8,3,1.3,0.9,0.8,8,17.8,0.045,10.5,0.01,1.4,2.8,0,4,89.5,0.407,0,0.004,16.1,76.2,28.3,4.4,7.9,59.3,124.8,12.90064103,1.121794872
5822,1,APOE3,220307_15,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,3,1.092,40.4,26.8,6,6.6,0.8918919,2.1,2.1,4.4,4,0,1,0.8,0.1081081,22.5,0,0.8,0.8,0,11,9.6,1,4.9,2,1.4,42.8,0,5,4.8,0,4.7,0,1.7,0,0,11,97.6,0.546,0,0.006,11.8,79.9,36.9,NA,NA,67.2,130.3,9.056024559,1.304681504
5823,1,APOE3,220307_16,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,3,1.325,60.4,32.2,1,1,0.3703704,5.2,1,0,0,0,2,1.7,0.6296296,3.1,1.7,0,0.4,0,0,0,NA,0,0,0,NA,0,7,110.1,1.008,7,0.009,22.7,87.8,60.4,2,5.3,0.141,0,0.031,4.5,0,0,NA,NA,92.6,175.4,2.565564424,12.94184721
5824,1,APOE3,220307_17,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,3,2.238,32.4,40.2,3,2.9,0.5576923,95.5,1.9,1,2.6,0,5,2.3,0.4423077,1,2.3,0,0.2,0,2,0.2,1.4,0,3,0.5,0,0.1,25,69.4,0.862,2.3,0.01,18.8,70.4,30.9,4,5.7,0.256,0,0.072,3.6,0,0,NA,NA,72.6,123.7,2.910266774,15.19805982
5825,1,APOE3,220307_1,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,4,2.29,42.2,43.8,2,1.6,0.5925926,1.5,1.6,0,1.1,0,1,1.1,0.4074074,0,1.1,0,0.1,0,0,0,NA,0,1,1.7,35.4,1.7,6,110.2,1.999,3.4,0.019,36.1,70.2,38.6,3,3.3,0.072,0,0.024,3,0,0,8.5,8.5,86,147.9,2.028397566,24.40838404
5826,1,APOE3,220307_2,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,4,0.289,100.5,6.6,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.7,0.5,0.7,2,1.3,1.8,0.9,1,111.5,0.096,9.7,0.001,0.7,109.5,100.5,1,7.6,0.126,0,0.016,4.3,3.8,0,NA,NA,107.1,218.8,1.965265082,0.319926874
5827,1,APOE3,220307_4,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,4,0.649,99.6,14.1,1,1,0.5555556,1.2,1,0,0.7,0,1,0.8,0.4444444,0,0.8,0,0.5,0,0,0,NA,0,1,0.2,15.2,0.2,3,110.6,0.551,3.1,0.005,10.7,101.4,97.2,1,2.4,0.065,0,0.024,2.7,0,0,NA,NA,113.7,212,1.273584906,5.047169811
5828,1,APOE3,220307_5,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,4,0.899,87.3,16.2,0,0,0,NA,0,0,0,0,1,1.1,1,3.2,1.1,0,0.9,0,1,0.5,1.2,0.3,4,1.9,2.1,1.3,22,62,0.343,5.6,0.003,5,97.2,87.3,3,5.3,0.208,0,0.04,5.2,0,0,NA,NA,103.5,194.7,2.670775552,2.568053416
5829,1,APOE2,220307_6,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Dilutions,4,1.936,19.8,29.5,1,0.7,1,0.8,0.7,0,0.7,0,0,0,0,NA,0,0,0,0,2,0.7,2,0.3,3,5.1,3,1,9,95.6,1.403,6.7,0.014,20.5,81,18.7,2,4.7,0.19,0,0.044,4.3,0,0,40.9,16.6,49.3,124.5,3.453815261,16.46586345
5830,1,APOE2,220307_7,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Dilutions,4,1.043,58.5,40.7,4,2.7,0.5294118,6.6,0.3,2.3,1.2,0,2,2.4,0.4705882,0.6,2.4,0,2.3,0,3,1.8,7.3,1.8,1,1.5,15.1,0.4,23,65.4,0.336,25.3,0.032,10.4,0,0,1,23.9,0.383,0,0.016,21.2,3,0,NA,NA,99.2,34.6,61.2716763,30.05780347
5831,1,APOE2,220307_8,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Dilutions,4,0.827,84.7,21.3,1,0.5,1,13.2,0.5,0,0.5,0,0,0,0,NA,0,0,0,0,1,3.1,0,0.9,1,0.9,3.6,0.9,5,107.7,0.521,7.4,0.005,14.4,96,84.7,1,5,0.075,0,0.014,2.8,2.7,0,NA,NA,106,200.6,1.395812562,7.178464606
5832,1,APOE2,220307_9,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,4,1.501,61.5,31.1,0,0,0,NA,0,0,0,0,1,3.3,1,115.6,0.9,2.4,1.4,1.3,4,4.8,37.9,4.4,5,6.2,0,2,13,46.7,1.078,1.9,0.013,20.4,63.5,47.5,6,2.1,0.042,0,0.039,1.1,0,0,NA,NA,92.6,132.5,0.830188679,15.39622642
5833,1,APOE2,220307_10,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,4,0.235,99.5,3,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,1,119.4,0.18,1.1,0.002,1.8,117,99.5,0,0,0,0,0,0.5,0,0,3.9,28.1,102.5,218.8,0.228519196,0.822669104
5834,1,APOE2,220307_11,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,4,1.612,68.1,32.9,2,2.2,0.7096774,63.7,1,1.2,1.8,0,2,0.9,0.2903226,1.2,0.9,0,0.9,0,1,0.8,3,0.8,0,0,NA,0,24,74.1,1.06,5,0.014,21.5,56.8,44.9,1,4.5,0.165,0,0.035,4.7,0,0,NA,NA,101,127.9,3.674745895,16.81000782
5835,1,APOE2,220307_12,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,4,2.849,47.3,50.1,0,0,0,NA,0,0,0,0,2,2.1,1,103.8,1.6,0.5,0.8,0,3,1.6,62.2,0.4,2,2.3,0.2,0.4,11,88.4,2.382,1.7,0.023,37.4,67,45.5,3,3.8,0.104,0,0.039,2.7,0,0,NA,NA,97.4,152.6,1.769331586,24.508519
5836,1,APOE2,220307_13,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,4,2.43,54.4,40,5,4.4,1,91.3,2.6,1.8,2.2,0,0,0,0,NA,0,0,0,0,2,2.2,0.3,0.9,1,1,79.7,1,4,102.3,1.809,2.6,0.018,28.5,72.8,52.7,5,4.6,0.204,0,0.069,3,0,0,NA,NA,94.4,157,1.910828025,18.15286624
5837,1,APOE3,220307_14,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,4,0.929,27.9,36.7,12,44.8,0.8043088,3.7,4.4,40.5,15.9,18.2,4,10.9,0.1956912,0.5,1.9,9,1.9,1.1,9,5.7,9.1,2.1,1,3.4,38.6,2.7,5,7.5,0,14.2,0,3.1,0,0,11,87.1,0.546,0,0.005,21.6,83.3,27.9,18.5,2.9,64.6,135.9,15.89403974,2.281089036
5838,1,APOE3,220307_15,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,4,1.817,17.2,47.2,2,2.4,0.1578947,72.8,2.4,0,1.2,0,5,12.8,0.8421053,9.3,2.6,10.2,3.6,1.8,6,26.2,0.3,13.9,8,9.7,3.6,1.3,10,11.4,0,24.4,0,1.6,0,0,18,62.7,1.102,0,0.017,24.2,42.3,11.7,NA,NA,64.4,79.8,30.32581454,2.005012531
5839,1,APOE3,220307_16,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,4,0.541,82.6,13.1,1,1.3,0.9285714,3.1,1.3,0,0.6,0,1,0.1,0.07142857,9.9,0,0.1,0,0,1,1.3,1.2,1.2,2,1.1,0.5,1.1,6,100.5,0.187,9.3,0.002,3.6,95.5,79.3,3,9.4,0.218,0,0.027,8.2,0,0,NA,NA,95.7,186.6,4.394426581,1.92926045
5840,1,APOE3,220307_17,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,4,1.2,64.5,27,0,0,0,NA,0,0,0,0,1,0.1,1,3,0.1,0,0,0,0,0,NA,0,0,0,NA,0,6,94.7,0.793,4.4,0.007,18.5,88.9,63.2,2,4,0.086,0,0.04,2.1,0,0,NA,NA,91.5,172.7,1.215981471,10.71221772
5841,1,APOE3,220307_1,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Day1_vanilla,5,2.541,28.9,47.5,6,13.6,0.951049,0.4,5.8,7.9,7.7,0,1,0.7,0.04895105,10.5,0.7,0,0.7,0,3,0.7,3.5,0.1,0,0,NA,0,8,92.4,1.881,13.5,0.02,34.5,57.5,25.8,4,11.8,0.246,0,0.019,7.2,6,0,15.5,12.9,76.4,131,5.496183206,26.33587786
5842,1,APOE3,220307_2,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Day1_vanilla,5,1.441,61.6,32.8,4,10.1,0.9901961,4.7,1.9,8.2,3.8,0,1,0.1,0.009803922,116.1,0.1,0,0,0,3,4.3,2.6,2.2,1,2.9,110.7,1.4,27,70.3,0.551,6.9,0.006,10.8,76.2,61.6,9,20,0.287,0,0.022,9.4,3.5,0,NA,NA,94.4,161.5,5.820433437,6.687306502
5843,1,APOE3,220307_4,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Day1_vanilla,5,1.568,65.3,39.2,3,2.9,0.3918919,4.1,2.8,0.1,2.8,0,4,4.5,0.6081081,2.2,4.5,0,2,0,2,1.8,0,1.1,1,0.9,0.8,0.8,8,98.4,1.044,7.1,0.01,23.9,79.8,65.3,6,9.1,0.179,0,0.027,6.7,0,0,NA,NA,104.5,175.7,3.813318156,13.60273193
5844,1,APOE3,220307_5,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Day1_vanilla,5,1.802,61.7,37.9,1,1.7,0.6071429,27.1,1.7,0,0.7,0,2,1.1,0.3928571,4.5,1.1,0,0.3,0,1,2.2,41.4,0.6,1,0.8,40.1,0.7,17,94,0.931,6.5,0.009,21.3,79.2,61.7,4,4.1,0.046,0,0.029,1.6,0,0,NA,NA,99.6,163.8,0.976800977,13.003663
5845,1,APOE2,220307_6,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Day1_vanilla,5,0.907,61.9,18.8,2,1.3,0.5652174,1.7,1.3,0,0.4,0,1,1,0.4347826,0,1,0,0.3,0,0,0,NA,0,0,0,NA,0,18,92,0.711,4.5,0.006,14.3,101.2,61.9,2,2.9,0.117,0,0.029,4,0,0,4.7,3.3,80.7,181.4,2.205071665,7.883131202
5846,1,APOE2,220307_7,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Day1_vanilla,5,1.043,63.8,23.5,2,3.7,0.5606061,4.1,2,1.7,2.5,0,4,2.9,0.4393939,6.6,1.2,1.8,1,0,2,1.4,0.4,1.4,3,3.1,8.2,1.9,32,69.7,0.201,14.1,0.004,3.9,50.3,40.7,3,12.5,0.24,0,0.019,7.6,4.8,0,NA,NA,87.3,107.3,7.082945014,3.634669152
5847,1,APOE2,220307_8,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Day1_vanilla,5,0.281,104.5,6.1,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,0.9,0,0,2,117.1,0.139,3.8,0.001,2.3,113.9,104.5,1,2.4,0.068,0,0.031,2.2,0,0,NA,NA,110.6,222.9,0.986989681,1.031852849
5848,1,APOE2,220307_9,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Day1_vanilla,5,0.897,74,16.2,2,0,0,0.8,0,0,0,0,1,0.8,1,2.2,0.8,0,0.7,0,0,0,NA,0,6,4.1,3.6,1.7,20,40.7,0.246,7.6,0.003,5.4,88.7,68.5,2,4.2,0.292,0,0.058,5,0,0,NA,NA,90.2,167.6,2.983293556,3.221957041
5849,1,APOE2,220307_10,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Day1_vanilla,5,1.151,75.2,19.1,2,2.8,1,19.2,2.8,0,0.7,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,6,114.2,0.846,1.1,0.007,13.6,100.9,75.2,2,0.7,0,0,0,0.4,0,0,80.2,76.8,94.3,190.1,0.210415571,7.154129406
5850,1,APOE2,220307_11,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Day1_vanilla,5,1.747,63.5,45.1,2,2.9,0.6744186,0.7,2.9,0,2.1,0,1,1.4,0.3255814,31.2,1.2,0.2,1,0,1,0.9,117.4,0.6,3,3.8,108.3,1.4,9,74.2,1.12,3.4,0.014,23.7,54.6,46.1,7,5.8,0.041,0,0.018,2.3,0,0,NA,NA,108.6,126.7,1.81531176,18.70560379
5851,1,APOE2,220307_12,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Day1_vanilla,5,1.703,74.2,26.9,1,0.7,1,0,0.7,0,0.3,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,7,114.5,1.458,2.8,0.012,23.8,93.1,74.2,1,1.7,0.138,0,0.068,2,0,0,NA,NA,101.1,193.1,1.035732781,12.32522009
5852,1,APOE2,220307_13,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Day1_vanilla,5,1.425,77.9,25.6,1,0.8,1,0,0.8,0,0.6,0,0,0,0,NA,0,0,0,0,3,2.1,1.2,0.9,1,1.1,60.1,0.9,12,104,1.11,2.6,0.01,18.4,94.4,77.9,2,2.3,0.101,0,0.043,2.3,0,0,NA,NA,103.5,193,1.191709845,9.533678756
5853,1,APOE3,220307_14,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Day1_vanilla,5,1.486,30,36.4,2,7.6,0.6608696,6.5,2.3,5.3,3.3,0,4,3.9,0.3391304,0,3.9,0,2.5,0,5,1.6,15.4,0,3,3.8,1.2,2.8,13,23.3,0.262,30,0.047,4.5,1.1,0,7,16.5,0.21,0,0.015,4.2,9.5,0,18.5,5,66.4,19.3,21.76165803,23.31606218
5854,1,APOE3,220307_15,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Day1_vanilla,5,1.229,36.2,32.4,4,9,0.6666667,1.4,5.9,3.1,3.5,0,2,4.5,0.3333333,17.4,4.5,0,1.2,0,4,9.9,39.9,3.6,6,17.3,7,14.5,9,23.6,0.074,32.9,0.015,0.4,4.5,0.1,7,56.2,0.516,0,0.009,13.7,46.1,19.2,NA,NA,68.6,84,16.30952381,0.476190476
5855,1,APOE3,220307_16,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Day1_vanilla,5,0.889,60.6,23.2,8,8.9,0.9569892,1.7,1.4,7.5,4,0.1,1,0.4,0.04301075,0,0.4,0,0,0,1,1.3,8,1.3,1,1,11.3,0,16,82.8,0.383,14,0.004,10.3,80.5,56.9,2,12.5,0.161,0,0.012,7.1,6.1,0,NA,NA,83.8,160.9,4.412678682,6.40149161
5856,1,APOE3,220307_17,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Day1_vanilla,5,3.279,62.1,33.4,4,6.6,0.8571429,2.2,6.6,0,3.7,0,1,1.1,0.1428571,92.1,1.1,0,0,0,4,1.9,15.8,0.5,2,1.5,8.6,1.2,5,83.7,1.134,9,0.012,9.4,83.5,62.1,6,19.1,0.616,0,0.05,12.4,0,0,NA,NA,95.5,167.4,7.407407407,5.615292712
5857,1,APOE3,220307_1,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Day2_IdenticalObject,1,3.619,45.1,42.9,4,2.4,0.2823529,36.2,2.4,0,2.1,0,5,6.1,0.7176471,38.6,2.1,4.1,2.1,0,NA,NA,NA,NA,NA,NA,NA,NA,16,91.4,1.768,1,0.019,22.7,70.3,45.1,7,13,0.758,0,0.054,9.2,4.8,0,6.1,13.5,88,152.1,6.048652202,14.92439185
5858,1,APOE3,220307_2,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Day2_IdenticalObject,1,2.155,48.9,38,3,1.6,0.516129,0,1.6,0,0,0,1,1.5,0.483871,48.3,1.5,0,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,24,83.6,1.451,3.5,0.015,26.1,73,47.7,3,3.9,0.192,0,0.05,3.8,0,0,NA,NA,86.9,150.6,2.523240372,17.33067729
5859,1,APOE3,220307_4,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Day2_IdenticalObject,1,2.623,39.7,51.5,1,0.9,0.2142857,98.7,0.9,0,0.9,0,5,3.3,0.7857143,15.9,3.3,0,2.7,0,NA,NA,NA,NA,NA,NA,NA,NA,12,98.1,1.69,1.2,0.016,39.1,68.2,39.7,3,6.8,0.365,0,0.051,7.1,0,0,NA,NA,91.2,154.1,4.607397794,25.37313433
5860,1,APOE3,220307_5,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Day2_IdenticalObject,1,4.672,49.2,50.4,4,1.6,0.2253521,1.5,1.6,0,1,0,5,5.5,0.7746479,5.9,5.5,0,2.1,0,NA,NA,NA,NA,NA,NA,NA,NA,15,87.9,1.674,3.1,0.021,17.9,62,48.2,9,8.9,0.721,0,0.054,10.5,2.8,1,NA,NA,99.6,142.4,7.373595506,12.57022472
5861,1,APOE2,220307_6,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Day2_IdenticalObject,1,3.568,24.9,57,3,4.2,0.4516129,11.4,4.2,0,2.5,0,5,5.1,0.5483871,38.9,5.1,0,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,17,83.4,1.652,1.5,0.02,32.7,50.9,21.9,7,9.3,0.334,0,0.062,5.4,0,0,15.1,13.3,81.9,110.9,4.869251578,29.48602344
5862,1,APOE2,220307_7,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Day2_IdenticalObject,1,0.883,82.9,16.2,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,27,70.3,0.566,4.1,0.039,9.2,5.3,1.8,1,2.7,0.118,0,0.038,3.1,0,0,NA,NA,99.1,19.4,15.97938144,47.42268041
5863,1,APOE2,220307_8,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Day2_IdenticalObject,1,2.658,48.8,52.2,2,2.3,0.547619,6.1,2.3,0,2.3,0,3,1.9,0.452381,0.5,1.5,0.4,1.9,0,NA,NA,NA,NA,NA,NA,NA,NA,12,103.4,2.417,3.3,0.021,47.7,67.8,48.8,2,2.5,0.159,0,0.058,2.7,0,0,NA,NA,101,167,1.616766467,28.56287425
5864,1,APOE2,220307_9,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Day2_IdenticalObject,1,2.719,48.1,42.4,1,0.7,0.4666667,1,0.7,0,0.3,0,1,0.8,0.5333333,26.7,0.8,0,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,12,102.6,1.96,2.5,0.018,30.7,76.2,47.8,3,3.4,0.351,0,0.079,4.4,0,0,NA,NA,90.5,159.1,2.765556254,19.29604023
5865,1,APOE2,220307_10,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Day2_IdenticalObject,1,1.364,60.1,19.4,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,115.7,1.296,0.7,0.011,18.6,100.6,60.1,0,0,0,0,0,0.4,0,0,8.2,25.1,79.5,179.7,0.222593211,10.35058431
5866,1,APOE2,220307_11,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Day2_IdenticalObject,1,2.779,37.2,54.5,1,0.9,0.2142857,15.8,0.9,0,0.9,0,3,3.3,0.7857143,39.6,3.3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,23,67.4,1.214,2.1,0.02,23.6,38.4,23,10,11.1,0.186,0,0.071,2.6,0,0,NA,NA,91.7,87.6,2.96803653,26.94063927
5867,1,APOE2,220307_12,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Day2_IdenticalObject,1,2.633,53.3,44.6,0,0,0,NA,0,0,0,0,1,1,1,19.9,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,12,93.8,2.303,1.3,0.02,38.4,74.7,52,1,0.8,0.156,0,0.17,0.9,0,0,NA,NA,97.9,166,0.542168675,23.13253012
5868,1,APOE2,220307_13,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Day2_IdenticalObject,1,1.913,86.8,24.8,0,0,0,NA,0,0,0,0,1,0.5,1,78.9,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,15,114.9,1.798,0.6,0.015,23.3,95.2,86.8,0,0,0,0,0,0.3,0,0,NA,NA,111.6,205.6,0.145914397,11.33268482
5869,1,APOE3,220307_14,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Day2_IdenticalObject,1,4.632,7.6,84.2,11,7.6,0.4198895,3.5,6.4,1.2,4.7,0,9,10.5,0.5801105,0,8.2,2.3,4.3,0,NA,NA,NA,NA,NA,NA,NA,NA,16,59.3,1.304,6.6,0.032,29.3,11.5,1.7,18,22.6,1.601,0,0.059,24.2,2.9,0,16.7,8.3,91.8,69.6,34.77011494,42.09770115
